,Title,Address,Area,Bedrooms,Bathrooms,Garage Cars,Rent,Condominium
5746,Apartamento com 2 Quartos à Venda/Aluguel 80m²,"Rua Araguari, 340 - Vila Uberabinha, São Paulo - SP",80 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 4.600 /mês,R$ 890
5747,"Apartamento com 3 Quartos para Aluguel, 125m²","Rua Marechal Barbacena, 1031 - Vila Regente Feijó, São Paulo - SP",125 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 3.100 /mês,R$ 1.430
5748,Apartamento com 3 Quartos para Venda/Aluguel 165m²,"Avenida Padre Pereira de Andrade, 545 - Boaçava, São Paulo - SP",165 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 5.500 /mês,R$ 2.500
5749,"Apartamento com 2 Quartos para Aluguel, 76m²","Rua Serra de Botucatu - Chácara Califórnia, São Paulo - SP",76 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 467
5750,"Apartamento com 3 Quartos para Aluguel, 145m²","Avenida Lins de Vasconcelos - Vila Mariana, São Paulo - SP",145 m²,3 Quartos,3 Banheiros,3 Vagas,R$ 5.000 /mês,R$ 1.063
5751,"Apartamento com 3 Quartos para Aluguel, 70m²","Lauzane Paulista, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 580
5752,Apartamento com 3 Quartos para Venda/Aluguel 130m²,"Vila Gomes Cardim, São Paulo - SP",130 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 3.900 /mês,R$ 1.350
5753,"Apartamento com 2 Quartos para Aluguel, 66m²","Rua Apeninos, 800 - Paraíso, São Paulo - SP",66 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 880
5754,"Apartamento com Quarto para Aluguel, 44m²","Centro, São Paulo - SP",44 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 700
5755,Apartamento com 2 Quartos para Venda/Aluguel 74m²,"Alameda dos Jurupis - Moema, São Paulo - SP",74 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 5.500 /mês,R$ 865
5756,"Apartamento com 2 Quartos para Aluguel, 153m²","Rua Diogo Jácome - Vila Nova Conceição, São Paulo - SP",153 m²,2 Quartos,3 Banheiros,3 Vagas,R$ 22.000 /mês,R$ 0
5757,"Apartamento com Quarto para Aluguel, 62m²","Avenida Paulista - Bela Vista, São Paulo - SP",62 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.500 /mês,R$ 413
5758,"Apartamento com Quarto para Aluguel, 31m²","Rua Pires Pimentel - Parque da Vila Prudente, São Paulo - SP",31 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 0
5759,"Apartamento com Quarto para Aluguel, 51m²","Rua Zacarias de Gois, 715 - Parque Colonial, São Paulo - SP",51 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.200 /mês,R$ 620
5760,"Apartamento com 2 Quartos para Aluguel, 51m²","Rua Engenheiro José Sá Rocha - Vila Mariana, São Paulo - SP",51 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 3.000 /mês,R$ 580
5761,"Apartamento com 2 Quartos para Aluguel, 52m²","Vila Sônia, São Paulo - SP",52 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 310
5762,Apartamento com 2 Quartos à Venda/Aluguel 80m²,"Avenida Jacutinga - Moema, São Paulo - SP",80 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 3.800 /mês,R$ 1.030
5763,"Apartamento com Quarto para Aluguel, 55m²","Rua Delfina - Vila Madalena, São Paulo - SP",55 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 4.300 /mês,R$ 1.408
5764,"Apartamento com Quarto para Aluguel, 50m²","Rua Vapabussu - Campo Belo, São Paulo - SP",50 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 2.650 /mês,R$ 600
5765,"Apartamento com Quarto para Aluguel, 51m²","Rua Jaceru, 346 - Brooklin, São Paulo - SP",51 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.700 /mês,R$ 600
5766,"Apartamento com 3 Quartos para Aluguel, 94m²","Rua Cônego Vicente Miguel Marino - Barra Funda, São Paulo - SP",94 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.200 /mês,R$ 750
5767,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Pintassilgo, 480 - Vila Uberabinha, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.100 /mês,R$ 907
5768,"Apartamento com Quarto para Aluguel, 21m²","Rua Jorge Tibiriçá, 422 - Vila Mariana, São Paulo - SP",21 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 350
5769,"Apartamento com 2 Quartos para Aluguel, 74m²","Rua Japurá - Bela Vista, São Paulo - SP",74 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 773
5770,Apartamento com 3 Quartos para Venda/Aluguel 130m²,"Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP",130 m²,3 Quartos,2 Banheiros,3 Vagas,R$ 5.000 /mês,R$ 2.200
5771,"Apartamento com 2 Quartos para Aluguel, 35m²","Rua Hassib Mofarrej, 647 - Vila Leopoldina, São Paulo - SP",35 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 2.250 /mês,R$ 350
5772,"Apartamento com 4 Quartos para Aluguel, 172m²","Avenida Ibijaú - Moema, São Paulo - SP",172 m²,4 Quartos,5 Banheiros,2 Vagas,R$ 5.500 /mês,R$ 2.035
5773,"Apartamento com 3 Quartos para Aluguel, 65m²","Rua Serra de Bragança - Tatuapé, São Paulo - SP",65 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 610
5774,"Apartamento com 2 Quartos para Aluguel, 60m²","Avenida do Guacá - Lauzane Paulista, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 597
5775,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Monte Alegre, 412 - Perdizes, São Paulo - SP",80 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 1.350
5776,"Apartamento com Quarto para Aluguel, 36m²","Rua Coronel Artur de Paula Ferreira, 100 - Vila Nova Conceição, São Paulo - SP",36 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 1.000
5777,"Apartamento com 3 Quartos para Aluguel, 104m²","Vila Leopoldina, São Paulo - SP",104 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 6.000 /mês,R$ 885
5778,"Apartamento com 2 Quartos para Aluguel, 68m²","Cambuci, São Paulo - SP",68 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.600 /mês,R$ 800
5779,"Apartamento com 2 Quartos para Aluguel, 65m²","Avenida Pavão, 355 - Indianópolis, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 880
5780,"Apartamento com 3 Quartos para Aluguel, 100m²","Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 1.350
5781,Apartamento com 3 Quartos à Venda/Aluguel 71m²,"Avenida Padre Arlindo Vieira, 490 - Vila Vermelha, São Paulo - SP",71 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 618
5782,"Apartamento com Quarto para Aluguel, 42m²","Rua Caio Prado - Consolação, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.480 /mês,R$ 492
5783,Apartamento com 4 Quartos para Venda/Aluguel 240m²,"Brooklin, São Paulo - SP",240 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 15.000 /mês,R$ 3.443
5784,"Apartamento com 2 Quartos para Aluguel, 78m²","Rua Apinajés, 574 - Perdizes, São Paulo - SP",78 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 1.100
5785,"Apartamento com Quarto para Aluguel, 34m²","Rua Estela, 22 - Vila Mariana, São Paulo - SP",34 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 554
5786,Apartamento com 3 Quartos à Venda/Aluguel 107m²,"Rua Jorge Coelho, 157 - Itaim Bibi, São Paulo - SP",107 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 4.300 /mês,R$ 2.700
5787,"Apartamento com Quarto para Aluguel, 35m²","Largo do Arouche, 246 - República, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.300 /mês,R$ 555
5788,Apartamento com 2 Quartos para Venda/Aluguel 52m²,"Jardim Belém, São Paulo - SP",52 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.000 /mês,R$ 375
5789,"Apartamento com Quarto para Aluguel, 34m²","Rua Pedro Bellegarde - Chácara Califórnia, São Paulo - SP",34 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.800 /mês,R$ 0
5790,Apartamento com Quarto à Venda/Aluguel 43m²,"Rua Itapiru, 572 - Saúde, São Paulo - SP",43 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 476
5791,"Apartamento com 3 Quartos para Aluguel, 61m²","Rua Lydia Damus Maksoud - Vila Andrade, São Paulo - SP",61 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 660
5792,"Apartamento com 3 Quartos para Aluguel, 121m²","Avenida Mofarrej - Vila Leopoldina, São Paulo - SP",121 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.700 /mês,R$ 880
5793,"Apartamento com 3 Quartos para Aluguel, 187m²","Vila Leopoldina, São Paulo - SP",187 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 9.500 /mês,R$ 1.800
5794,"Apartamento com Quarto para Aluguel, 36m²","Rua Carlos Steinen, 253 - Paraíso, São Paulo - SP",36 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.690 /mês,R$ 1.280
5795,"Apartamento com 4 Quartos para Aluguel, 160m²","Rua Apinajés, 417 - Perdizes, São Paulo - SP",160 m²,4 Quartos,4 Banheiros,2 Vagas,R$ 5.400 /mês,R$ 1.586
5796,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Xerentes, 66 - Perdizes, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 1.101
5797,"Apartamento com 2 Quartos para Aluguel, 88m²","Rua Guararapes - Brooklin, São Paulo - SP",88 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 5.900 /mês,R$ 1.300
5798,"Apartamento com Quarto para Aluguel, 50m²","Rua Jorge Tibiriçá - Vila Mariana, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 856
5799,Apartamento com 3 Quartos à Venda/Aluguel 328m²,"Rua Traipu - Pacaembu, São Paulo - SP",328 m²,3 Quartos,6 Banheiros,5 Vagas,R$ 19.000 /mês,R$ 7.000
5800,"Apartamento com Quarto para Aluguel, 60m²","Rua Haddock Lobo - Cerqueira César, São Paulo - SP",60 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 3.000 /mês,R$ 833
5801,"Apartamento com 3 Quartos para Aluguel, 170m²","Alameda Ministro Rocha Azevedo, 412 - Cerqueira César, São Paulo - SP",170 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 7.000 /mês,R$ 2.175
5802,"Apartamento com 2 Quartos para Aluguel, 95m²","Rua Bueno Brandão, 444 - Vila Nova Conceição, São Paulo - SP",95 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 0
5803,Apartamento com Quarto para Venda/Aluguel 41m²,"Vila Nova Conceição, São Paulo - SP",41 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 6.000 /mês,R$ 900
5804,"Apartamento com 2 Quartos para Aluguel, 70m²","Avenida Mofarrej, 1130 - Vila Leopoldina, São Paulo - SP",70 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 710
5805,"Apartamento com 2 Quartos para Aluguel, 127m²","Rua Bela Cintra - Jardim América, São Paulo - SP",127 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 5.800 /mês,R$ 1.640
5806,"Apartamento com 2 Quartos para Aluguel, 45m²","Catumbi, São Paulo - SP",45 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.650 /mês,R$ 303
5807,"Apartamento com 3 Quartos para Aluguel, 100m²","Alameda Lorena, 105 - Jardim Paulista, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 1.154
5808,"Apartamento com 2 Quartos para Aluguel, 141m²","Vila Nova Conceição, São Paulo - SP",141 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 20.000 /mês,R$ 2.500
5809,"Apartamento com 2 Quartos para Aluguel, 87m²","Alto Da Boa Vista, São Paulo - SP",87 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 621
5810,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Santa Leocádia, 239 - Parada Inglesa, São Paulo - SP",80 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 500
5811,"Apartamento com 2 Quartos para Aluguel, 57m²","Alto de Pinheiros, São Paulo - SP",57 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 2.300 /mês,R$ 655
5812,"Apartamento com 3 Quartos para Aluguel, 277m²","Jardim Europa, São Paulo - SP",277 m²,3 Quartos,2 Banheiros,3 Vagas,R$ 22.000 /mês,R$ 3.000
5813,"Apartamento com Quarto para Aluguel, 49m²","Rua Major Quedinho - Centro, São Paulo - SP",49 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 2.950 /mês,R$ 790
5814,"Apartamento com 3 Quartos para Aluguel, 150m²","Rua Haddock Lobo, 1175 - Jardim América, São Paulo - SP",150 m²,3 Quartos,5 Banheiros,4 Vagas,R$ 15.000 /mês,R$ 0
5815,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Helvétia, 1006 - Campos Eliseos, São Paulo - SP",110 m²,3 Quartos,1 Banheiro,-- Vaga,R$ 2.200 /mês,R$ 600
5816,"Apartamento com 2 Quartos para Aluguel, 72m²","Rua das Flechas, 541 - Jardim Prudência, São Paulo - SP",72 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 680
5817,"Apartamento com Quarto para Aluguel, 28m²","Rua dos Democratas, 655 - São Judas, São Paulo - SP",28 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 568
5818,"Apartamento com 2 Quartos para Aluguel, 73m²","Rua Lisboa - Perdizes, São Paulo - SP",73 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 832
5819,"Apartamento com Quarto para Aluguel, 46m²","Vila Mariana, São Paulo - SP",46 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 230
5820,"Apartamento com Quarto para Aluguel, 30m²","Avenida Rebouças, 2586 - Pinheiros, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 3.200 /mês,R$ 0
5821,"Apartamento com 2 Quartos para Aluguel, 56m²","Avenida Sapopemba, 0 - Sapopemba, São Paulo - SP",56 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.880 /mês,R$ 0
5822,Apartamento com 3 Quartos à Venda/Aluguel 279m²,"Rua Marina Crespi, 274 - Móoca, São Paulo - SP",279 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 6.200 /mês,R$ 1.180
5823,Apartamento com 2 Quartos para Venda/Aluguel 47m²,"Parque Munhoz, São Paulo - SP",47 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.140 /mês,R$ 360
5824,"Apartamento com 2 Quartos para Aluguel, 95m²","Rua Bueno Brandão - Vila Nova Conceição, São Paulo - SP",95 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 1.190
5825,"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Bela Cintra, 336 - Consolação, São Paulo - SP",53 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 560
5826,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Cotoxó - Perdizes, São Paulo - SP",70 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 1.000
5827,Apartamento com 2 Quartos para Venda/Aluguel 70m²,"Rua Nebraska, 155 - Brooklin, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 1.020
5828,"Apartamento com 2 Quartos para Aluguel, 49m²","Rua Vichy - Casa Verde, São Paulo - SP",49 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 2.200 /mês,R$ 300
5829,"Apartamento com Quarto para Aluguel, 48m²","Rua Charles Spencer Chaplin - Vila Andrade, São Paulo - SP",48 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 2.650 /mês,R$ 700
5830,Apartamento com 2 Quartos para Venda/Aluguel 50m²,"Rua Belchior de Azevedo, 22 - Vila Leopoldina, São Paulo - SP",50 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 600
5831,"Apartamento com 2 Quartos para Aluguel, 70m²","Moema, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 4.800 /mês,R$ 750
5832,Apartamento com 4 Quartos à Venda/Aluguel 607m²,"Panamby, São Paulo - SP",607 m²,4 Quartos,6 Banheiros,6 Vagas,R$ 45.000 /mês,R$ 7.894
5833,Apartamento com 3 Quartos para Venda/Aluguel 116m²,"Brooklin, São Paulo - SP",116 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 6.200 /mês,R$ 1.350
5834,"Apartamento com 2 Quartos para Aluguel, 163m²","Rua Diogo Jácome, 518 - Vila Nova Conceição, São Paulo - SP",163 m²,2 Quartos,2 Banheiros,3 Vagas,R$ 23.990 /mês,R$ 2.787
5835,"Apartamento com 2 Quartos para Aluguel, 48m²","Bela Vista, São Paulo - SP",48 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 520
5836,"Apartamento com 2 Quartos para Aluguel, 125m²","Rua Casa do Ator, 90 - Vila Olímpia, São Paulo - SP",125 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 14.500 /mês,R$ 1.100
5837,Apartamento com 2 Quartos para Venda/Aluguel 70m²,"Rua Jaboticabal - Móoca, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 850
5838,"Apartamento com 2 Quartos para Aluguel, 60m²","Butantã, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.100 /mês,R$ 388
5839,"Apartamento com 2 Quartos para Aluguel, 100m²","Alameda Franca, 850 - Jardim Paulista, São Paulo - SP",100 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 4.500 /mês,R$ 1.150
5840,"Apartamento com Quarto para Aluguel, 37m²","Rua Coronel Artur de Paula Ferreira, 95 - Moema, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.100 /mês,R$ 980
5841,"Apartamento com 2 Quartos para Aluguel, 76m²","Moema, São Paulo - SP",76 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.900 /mês,R$ 810
5842,Apartamento com 4 Quartos à Venda/Aluguel 168m²,"Alameda Fernão Cardim, 325 - Jardim Paulista, São Paulo - SP",168 m²,4 Quartos,4 Banheiros,2 Vagas,R$ 12.000 /mês,R$ 2.020
5843,"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Barra Funda, 101 - Santa Cecília, São Paulo - SP",90 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.600 /mês,R$ 750
5844,Apartamento com 3 Quartos para Venda/Aluguel 95m²,"Rua Plínio Colas, 174 - Lauzane Paulista, São Paulo - SP",95 m²,3 Quartos,2 Banheiros,3 Vagas,R$ 2.900 /mês,R$ 950
5845,Apartamento com 4 Quartos para Venda/Aluguel 222m²,"Rua Coronel Lisboa, 395 - Vila Mariana, São Paulo - SP",222 m²,4 Quartos,6 Banheiros,4 Vagas,R$ 20.000 /mês,R$ 2.369
5846,"Apartamento com Quarto para Aluguel, 35m²","Rua Batista Caetano, 59 - Aclimação, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.100 /mês,R$ 455
5847,"Apartamento com 3 Quartos para Aluguel, 100m²","Casa Verde, São Paulo - SP",100 m²,3 Quartos,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 220
5848,"Apartamento com 2 Quartos para Aluguel, 130m²","Alameda Joaquim Eugênio de Lima, 961 - Jardim Paulista, São Paulo - SP",130 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 8.000 /mês,R$ 1.680
5849,"Apartamento com 2 Quartos para Aluguel, 63m²","Rua Salvador Simões - Ipiranga, São Paulo - SP",63 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 535
5850,Apartamento com 2 Quartos à Venda/Aluguel 49m²,"Rua Edson, 77 - Campo Belo, São Paulo - SP",49 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 700
5851,"Apartamento com Quarto para Aluguel, 29m²","Rua Álvaro Rodrigues - Brooklin, São Paulo - SP",29 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.500 /mês,R$ 489
5852,"Apartamento com 2 Quartos para Aluguel, 50m²","Vila Vera, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.620 /mês,R$ 580
5853,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Fortunato - Santa Cecília, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 828
5854,"Apartamento com Quarto para Aluguel, 35m²","Rua Torres da Barra, 345 - Água Branca, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.505 /mês,R$ 439
5855,"Apartamento com 4 Quartos para Aluguel, 240m²","Rua Diana - Perdizes, São Paulo - SP",240 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 14.000 /mês,R$ 2.800
5856,"Apartamento com 2 Quartos para Aluguel, 74m²","Rua Raul Pompéia - Pompeia, São Paulo - SP",74 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 3.400 /mês,R$ 800
5857,"Apartamento com 3 Quartos para Aluguel, 104m²","Rua Fernandes Moreira, 811 - Chácara Santo Antônio, São Paulo - SP",104 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.900 /mês,R$ 980
5858,"Apartamento com 2 Quartos para Aluguel, 54m²","Moema, São Paulo - SP",54 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 3.800 /mês,R$ 718
5859,"Apartamento com Quarto para Aluguel, 72m²","Rua Pascoal Vita - Vila Madalena, São Paulo - SP",72 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 3.850 /mês,R$ 700
5860,"Apartamento com Quarto para Aluguel, 33m²","Avenida Itaboraí - Saúde, São Paulo - SP",33 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.150 /mês,R$ 425
5861,"Apartamento com Quarto para Aluguel, 48m²","Rua Guaianases, 1003 - Campos Eliseos, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 0
5862,"Apartamento com 2 Quartos para Aluguel, 55m²","Casa Verde, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 480
5863,"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Itapeva - Bela Vista, São Paulo - SP",58 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 633
5864,"Apartamento com Quarto para Aluguel, 70m²","Avenida Jurucê, 194 - Moema, São Paulo - SP",70 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.900 /mês,R$ 1.474
5865,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Doutor Eduardo Amaro, 99 - Paraíso, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 700
5866,"Apartamento com Quarto para Aluguel, 48m²","Vila Nova Conceição, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 4.837 /mês,R$ 1.193
5867,"Apartamento com Quarto para Aluguel, 40m²","Rua Ascencional - Vila Andrade, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.300 /mês,R$ 639
5868,Apartamento com 2 Quartos para Venda/Aluguel 90m²,"Alameda Sarutaiá, 160 - Jardim Paulista, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.600 /mês,R$ 1.050
5869,"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Luís Dias, 85 - Itaim Bibi, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 4.100 /mês,R$ 765
5870,"Apartamento com Quarto para Aluguel, 25m²","Rua Turiassu, 1347 - Perdizes, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 330
5871,"Apartamento com Quarto para Aluguel, 40m²","Rua Washington Luís - Centro, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 397
5872,Apartamento com Quarto à Venda/Aluguel 63m²,"Rua Funchal - Vila Olímpia, São Paulo - SP",63 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 6.000 /mês,R$ 1.350
5873,"Apartamento com 3 Quartos para Aluguel, 118m²","Rua José Maria Lisboa - Jardim Paulista, São Paulo - SP",118 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 1.280
5874,"Apartamento com Quarto para Aluguel, 28m²","Rua da Glória, 0 - Liberdade, São Paulo - SP",28 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.900 /mês,R$ 270
5875,Apartamento com 3 Quartos para Venda/Aluguel 69m²,"Avenida Sargento Geraldo Sant'Ana - Jardim Marajoara, São Paulo - SP",69 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 1.850 /mês,R$ 705
5876,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Cônego Vicente Miguel Marino, 515 - Barra Funda, São Paulo - SP",62 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 355
5877,"Apartamento com 2 Quartos para Aluguel, 65m²","Vila Olímpia, São Paulo - SP",65 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 875
5878,"Apartamento com Quarto para Aluguel, 50m²","Vila Nova Conceição, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 6.197 /mês,R$ 1.370
5879,"Apartamento com 2 Quartos para Aluguel, 59m²","Rua Paula Ney - Vila Mariana, São Paulo - SP",59 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 802
5880,"Apartamento com Quarto para Aluguel, 50m²","Rua Vapabussu, 66 - Jardim Aeroporto, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.550 /mês,R$ 590
5881,"Apartamento com 2 Quartos para Aluguel, 66m²","Moema, São Paulo - SP",66 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 936
5882,"Apartamento com 2 Quartos para Aluguel, 90m²","Alameda Lorena - Jardim América, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 1.032
