,Title,Address,Area,Bedrooms,Bathrooms,Garage Cars,Rent,Condominium
1235,"Apartamento com 3 Quartos para Aluguel, 165m²","Vila Mascote, São Paulo - SP",165 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 6.500 /mês,R$ 887
1236,"Apartamento com 2 Quartos para Aluguel, 38m²","Rua Edvard Carmilo, 400 - Vila Sônia, São Paulo - SP",38 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 950 /mês,R$ 623
1237,Apartamento com 2 Quartos para Venda/Aluguel 71m²,"Rua Francisco José da Silva, 238 - Morumbi, São Paulo - SP",71 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 2.200 /mês,R$ 606
1238,"Apartamento com 2 Quartos para Aluguel, 126m²","Avenida Divino Salvador, 12 - Moema, São Paulo - SP",126 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 10.500 /mês,R$ 1.350
1239,"Apartamento com Quarto para Aluguel, 40m²","Rua Iraguaçu, 0 - Vila Medeiros, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 950 /mês,R$ 0
1240,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Rosa-do-Campo - Jardim Pedro José Nunes, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.100 /mês,R$ 0
1241,Apartamento com Quarto para Venda/Aluguel 50m²,"Tatuapé, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.350 /mês,R$ 391
1242,"Apartamento com Quarto para Aluguel, 37m²","Rua Bacaetava, 35 - Brooklin, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 780
1243,"Apartamento com 3 Quartos para Aluguel, 127m²","Rua Doutor Paulo Vieira, 222 - Sumaré, São Paulo - SP",127 m²,3 Quartos,4 Banheiros,4 Vagas,R$ 7.000 /mês,R$ 1.450
1244,"Apartamento com Quarto para Aluguel, 48m²","Rua Aurora, 756 - Santa Ifigênia, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 665
1245,"Apartamento com Quarto para Aluguel, 55m²","Rua Ouro Branco, 161 - Jardim Paulista, São Paulo - SP",55 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 3.700 /mês,R$ 980
1246,"Apartamento com 3 Quartos para Aluguel, 125m²","Rua Professor Pedreira de Freitas, 372 - Jardim Anália Franco, São Paulo - SP",125 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 3.800 /mês,R$ 0
1247,"Apartamento com Quarto para Aluguel, 30m²","Vila Guilhermina, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 900 /mês,R$ 0
1248,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Emília Marengo - Tatuapé, São Paulo - SP",75 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.100 /mês,R$ 300
1249,"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Taquari - Móoca, São Paulo - SP",52 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 397
1250,"Apartamento com 2 Quartos para Aluguel, 58m²","Jardim Marajoara, São Paulo - SP",58 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.866 /mês,R$ 634
1251,"Apartamento com Quarto para Aluguel, 45m²","Rua Casa do Ator, 829 - Vila Olímpia, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.900 /mês,R$ 776
1252,"Apartamento com 2 Quartos para Aluguel, 90m²","Pinheiros, São Paulo - SP",90 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 6.500 /mês,R$ 989
1253,"Apartamento com 3 Quartos para Aluguel, 87m²","Vila Sao Francisco, São Paulo - SP",87 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 880
1254,"Apartamento com Quarto para Aluguel, 45m²","Rua Tucuna - Perdizes, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 560
1255,"Apartamento com Quarto para Aluguel, 35m²","Rua Constantino de Sousa, 319 - Campo Belo, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 750
1256,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Mourato Coelho - Pinheiros, São Paulo - SP",64 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 4.800 /mês,R$ 841
1257,"Apartamento com Quarto para Aluguel, 40m²","Bela Vista, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 2.000 /mês,R$ 600
1258,Apartamento com 2 Quartos para Venda/Aluguel 82m²,"Rua Delfina - Vila Madalena, São Paulo - SP",82 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 7.300 /mês,R$ 1.950
1259,"Apartamento com Quarto para Aluguel, 27m²","Avenida dos Carinás, 301 - Moema, São Paulo - SP",27 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.500 /mês,R$ 590
1260,"Apartamento com 2 Quartos para Aluguel, 85m²","Pinheiros, São Paulo - SP",85 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 1.200
1261,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Doutor Laerte Setúbal - Morumbi, São Paulo - SP",64 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 580
1262,"Apartamento com 2 Quartos para Aluguel, 107m²","Alameda Jaú, 361 - Jardim Paulista, São Paulo - SP",107 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 9.500 /mês,R$ 1.842
1263,"Apartamento com 3 Quartos para Aluguel, 58m²","Rua Jorge Ogushi, 51 - Jardim Vila Formosa, São Paulo - SP",58 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 400
1264,Apartamento com 3 Quartos à Venda/Aluguel 90m²,"Rua Tonelero - Alto da Lapa, São Paulo - SP",90 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 1.450
1265,Apartamento com Quarto à Venda/Aluguel 24m²,"Rua Cristiano Viana, 950 - Pinheiros, São Paulo - SP",24 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.400 /mês,R$ 300
1266,Apartamento com 3 Quartos para Venda/Aluguel 100m²,"Avenida Lins de Vasconcelos, 2999 - Vila Mariana, São Paulo - SP",100 m²,3 Quartos,1 Banheiro,2 Vagas,R$ 5.000 /mês,R$ 600
1267,"Apartamento com 3 Quartos para Aluguel, 98m²","Rua Doutor José Áureo Bustamante, 183 - Brooklin, São Paulo - SP",98 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.500 /mês,R$ 1.168
1268,"Apartamento com 3 Quartos para Aluguel, 180m²","Avenida Washington Luís, 1576 - Alto Da Boa Vista, São Paulo - SP",180 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.700 /mês,R$ 1.660
1269,"Apartamento com Quarto para Aluguel, 70m²","Avenida Mofarrej, 1130 - Vila Leopoldina, São Paulo - SP",70 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 710
1270,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Clodomiro Amazonas, 576 - Vila Nova Conceição, São Paulo - SP",70 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 783
1271,"Apartamento com Quarto para Aluguel, 44m²","Avenida Higienópolis, 15 - Higienópolis, São Paulo - SP",44 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 1.165
1272,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Dona Veridiana, 521 - Higienópolis, São Paulo - SP",65 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 950
1273,"Apartamento com 3 Quartos para Aluguel, 124m²","Rua Baluarte, 230 - Vila Olímpia, São Paulo - SP",124 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 4.350 /mês,R$ 1.350
1274,Apartamento com 2 Quartos para Venda/Aluguel 65m²,"Rua Periquito, 104 - Moema, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 994
1275,"Apartamento com 4 Quartos para Aluguel, 233m²","Avenida Engenheiro Alberto de Zagottis - Jardim Marajoara, São Paulo - SP",233 m²,4 Quartos,5 Banheiros,2 Vagas,R$ 9.000 /mês,R$ 1.900
1276,"Apartamento com 2 Quartos para Aluguel, 84m²","Rua Artur Prado - Bela Vista, São Paulo - SP",84 m²,2 Quartos,3 Banheiros,-- Vaga,R$ 6.300 /mês,R$ 1.300
1277,"Apartamento com Quarto para Aluguel, 66m²","Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",66 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 10.000 /mês,R$ 2.400
1278,"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Schilling, 560 - Vila Leopoldina, São Paulo - SP",56 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 688
1279,"Apartamento com 2 Quartos para Aluguel, 78m²","Rua Guaianases, 1513 - Campos Eliseos, São Paulo - SP",78 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.680 /mês,R$ 0
1280,"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Frei Caneca - Bela Vista, São Paulo - SP",56 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.950 /mês,R$ 820
1281,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Maratona - Vila Mascote, São Paulo - SP",64 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 2.800 /mês,R$ 667
1282,Apartamento com 4 Quartos à Venda/Aluguel 218m²,"Rua Laplace, 44 - Brooklin, São Paulo - SP",218 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 12.000 /mês,R$ 2.800
1283,"Apartamento com 2 Quartos para Aluguel, 63m²","Rua Antunes Maciel, 170 - Alto da Mooca, São Paulo - SP",63 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.500 /mês,R$ 650
1284,"Apartamento com 2 Quartos para Aluguel, 98m²","Rua Flórida - Cidade Monções, São Paulo - SP",98 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 9.000 /mês,R$ 2.000
1285,"Apartamento com 3 Quartos para Aluguel, 75m²","Alameda Barão de Limeira, 511 - Campos Eliseos, São Paulo - SP",75 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 607
1286,Apartamento com 3 Quartos para Venda/Aluguel 113m²,"Rua Pará - Higienópolis, São Paulo - SP",113 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 3.600 /mês,R$ 1.450
1287,"Apartamento com 2 Quartos para Aluguel, 61m²","Avenida Iraí - Moema, São Paulo - SP",61 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 890
1288,Apartamento com 4 Quartos para Venda/Aluguel 257m²,"Rua Queluz, 98 - Jardins, São Paulo - SP",257 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 20.000 /mês,R$ 3.950
1289,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Barra Funda - Barra Funda, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.600 /mês,R$ 240
1290,"Apartamento com 2 Quartos para Aluguel, 93m²","Rua Leopoldo Couto Magalhães Júnior, 695 - Itaim Bibi, São Paulo - SP",93 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 9.700 /mês,R$ 2.156
1291,"Apartamento com Quarto para Aluguel, 38m²","Rua Fernando de Albuquerque - Consolação, São Paulo - SP",38 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 1.200
1292,"Apartamento com Quarto para Aluguel, 90m²","Rua Nova Cidade - Vila Olímpia, São Paulo - SP",90 m²,1 Quarto,2 Banheiros,2 Vagas,R$ 8.500 /mês,R$ 2.200
1293,"Apartamento com Quarto para Aluguel, 31m²","Barra Funda, São Paulo - SP",31 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 330
1294,"Apartamento com 4 Quartos para Aluguel, 311m²","Rua Coronel Artur de Paula Ferreira - Vila Nova Conceição, São Paulo - SP",311 m²,4 Quartos,4 Banheiros,4 Vagas,R$ 30.500 /mês,R$ 5.500
1295,"Apartamento com 3 Quartos para Aluguel, 135m²","Rua Doutor José de Andrade Figueira - Morumbi, São Paulo - SP",135 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 2.600 /mês,R$ 1.700
1296,"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Florianópolis - Alto da Mooca, São Paulo - SP",85 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 3.700 /mês,R$ 690
1297,Apartamento com 2 Quartos para Venda/Aluguel 47m²,"Rua Tomaz da Mota, 55 - Butantã, São Paulo - SP",47 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.100 /mês,R$ 699
1298,"Apartamento com Quarto para Aluguel, 49m²","Rua Nicolau Barreto, 614 - Vila Cordeiro, São Paulo - SP",49 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 3.100 /mês,R$ 570
1299,"Apartamento com 3 Quartos para Aluguel, 137m²","Rua Bela Vista - Chácara Santo Antônio, São Paulo - SP",137 m²,3 Quartos,1 Banheiro,3 Vagas,R$ 11.000 /mês,R$ 1.550
1300,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Vicente Decara Neto, 137 - Jardim Santo Antonio, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.550 /mês,R$ 1
1301,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Costa Barros, 2200 - Vila Alpina, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.250 /mês,R$ 347
1302,Apartamento com 2 Quartos à Venda/Aluguel 77m²,"Avenida Regente Feijó, 1650 - Jardim Anália Franco, São Paulo - SP",77 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 6.200 /mês,R$ 980
1303,"Apartamento com 3 Quartos para Aluguel, 159m²","Rua Oscar Freire - Pinheiros, São Paulo - SP",159 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 1.704
1304,Apartamento com 4 Quartos à Venda/Aluguel 360m²,"Rua Fernandes de Abreu, 214 - Itaim Bibi, São Paulo - SP",360 m²,4 Quartos,4 Banheiros,5 Vagas,R$ 60.000 /mês,R$ 5.800
1305,Apartamento com 3 Quartos para Venda/Aluguel 192m²,"Brooklin, São Paulo - SP",192 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 18.250 /mês,R$ 2.610
1306,Apartamento com 2 Quartos para Venda/Aluguel 54m²,"Rua Eugênio Lorenzetti, 130 - Jardim Íris, São Paulo - SP",54 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 545
1307,"Apartamento com Quarto para Aluguel, 50m²","Rua da Glória, 0 - Liberdade, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 470
1308,"Apartamento com 2 Quartos para Aluguel, 63m²","Rua Martiniano de Carvalho, 1049 - Bela Vista, São Paulo - SP",63 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 3.950 /mês,R$ 1.263
1309,"Apartamento com 2 Quartos para Aluguel, 65m²","Avenida Doutor Mário Vilas Boas Rodrigues, 175 - Chácara Santo Antônio, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.650 /mês,R$ 615
1310,"Apartamento com Quarto para Aluguel, 50m²","Jardim Paulista, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 700
1311,Apartamento com 3 Quartos à Venda/Aluguel 187m²,"Rua São Benedito - Alto Da Boa Vista, São Paulo - SP",187 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 5.350 /mês,R$ 2.070
1312,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Capote Valente - Pinheiros, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 800
1313,"Apartamento com Quarto para Aluguel, 35m²","Rua José Maria Lisboa - Jardim Paulista, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.680 /mês,R$ 584
1314,"Apartamento com 2 Quartos para Aluguel, 63m²","Rua Bartira, 238 - Perdizes, São Paulo - SP",63 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 5.000 /mês,R$ 850
1315,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Taquacetuba - Jabaquara, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.000 /mês,R$ 700
1316,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Conde Luiz Eduardo Matarazzo, 250 - Rio Pequeno, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.150 /mês,R$ 450
1317,"Apartamento com Quarto para Aluguel, 40m²","Pinheiros, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.410 /mês,R$ 856
1318,"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Doutor Nicolau de Sousa Queirós, 839 - Aclimação, São Paulo - SP",45 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 550
1319,Apartamento com 3 Quartos para Venda/Aluguel 87m²,"Avenida Doutor Altino Arantes, 477 - Vila Clementino, São Paulo - SP",87 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 1.300
1320,"Apartamento com Quarto para Aluguel, 25m²","Pinheiros, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.900 /mês,R$ 700
1321,"Apartamento com 3 Quartos para Aluguel, 108m²","Rua José Manuel da Fonseca Júnior - Vila Matilde, São Paulo - SP",108 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 1.300
1322,Apartamento com 2 Quartos para Venda/Aluguel 94m²,"Vila Guarani, São Paulo - SP",94 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 4.200 /mês,R$ 650
1323,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Barão do Bananal, 980 - Pompeia, São Paulo - SP",80 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 906
1324,"Apartamento com 2 Quartos para Aluguel, 90m²","Avenida Rangel Pestana - Brás, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,-- Vaga,R$ 1.300 /mês,R$ 290
1325,"Apartamento com 2 Quartos para Aluguel, 68m²","Moema, São Paulo - SP",68 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 0
1326,"Apartamento com 2 Quartos para Aluguel, 57m²","Rua Inácio Mammana, 600 - Água Fria, São Paulo - SP",57 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 425
1327,Apartamento com 2 Quartos à Venda/Aluguel 106m²,"Itaim Bibi, São Paulo - SP",106 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 15.000 /mês,R$ 1.455
1328,Apartamento com 2 Quartos para Venda/Aluguel 48m²,"Vila Medeiros, São Paulo - SP",48 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 267
1329,"Apartamento com Quarto para Aluguel, 51m²","Rua Jaceru, 346 - Brooklin, São Paulo - SP",51 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.100 /mês,R$ 590
1330,"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Estado de Israel, 435 - Vila Clementino, São Paulo - SP",90 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 617
1331,"Apartamento com 3 Quartos para Aluguel, 151m²","Rua Carlos Weber - Vila Leopoldina, São Paulo - SP",151 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 7.500 /mês,R$ 1.690
1332,"Apartamento com 3 Quartos para Aluguel, 127m²","Rua João Anes, 175 - Alto da Lapa, São Paulo - SP",127 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.200 /mês,R$ 880
1333,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Francisco Marson, 234 - Jardim Monte Kemel, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.470 /mês,R$ 508
1334,Apartamento com 3 Quartos para Venda/Aluguel 78m²,"Rua Jaci - Vila Mariana, São Paulo - SP",78 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 2.600 /mês,R$ 820
1335,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Paraná, 137 - Brás, São Paulo - SP",64 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 509
1336,"Apartamento com Quarto para Aluguel, 39m²","Rua Marquês de Itu - Vila Buarque, São Paulo - SP",39 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.699 /mês,R$ 645
1337,Apartamento com Quarto para Venda/Aluguel 36m²,"Rua Firmiano Pinto, 36 - Brás, São Paulo - SP",36 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.000 /mês,R$ 227
1338,"Apartamento com Quarto para Aluguel, 50m²","Rua Gama Cerqueira, 466 - Cambuci, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 380
1339,Apartamento com 2 Quartos à Venda/Aluguel 90m²,"Morumbi, São Paulo - SP",90 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 2.350 /mês,R$ 898
1340,"Apartamento com Quarto para Aluguel, 75m²","Itaim Bibi, São Paulo - SP",75 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 1.800
1341,"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Pedro Pomponazzi - Vila Mariana, São Paulo - SP",53 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 990
1342,"Apartamento com Quarto para Aluguel, 38m²","Rua Guarapuava - Móoca, São Paulo - SP",38 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.500 /mês,R$ 350
1343,"Apartamento com 2 Quartos para Aluguel, 77m²","Rua Antônio Domingues de Carvalho, 101 - Parada Inglesa, São Paulo - SP",77 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.699 /mês,R$ 640
1344,"Apartamento com 3 Quartos para Aluguel, 142m²","Rua David Ben Gurion, 995 - Jardim Monte Kemel, São Paulo - SP",142 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 6.000 /mês,R$ 1.150
1345,"Apartamento com Quarto para Aluguel, 42m²","Rua General Camisão, 290 - Saúde, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 723
1346,Apartamento com 4 Quartos para Venda/Aluguel 179m²,"Avenida Conselheiro Rodrigues Alves, 1021 - Vila Mariana, São Paulo - SP",179 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 8.500 /mês,R$ 2.455
1347,"Apartamento com 3 Quartos para Aluguel, 88m²","Rua Urano, 9 - Aclimação, São Paulo - SP",88 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 830
1348,Apartamento com 3 Quartos para Venda/Aluguel 178m²,"Itaim Bibi, São Paulo - SP",178 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.619 /mês,R$ 3.981
1349,"Apartamento com Quarto para Aluguel, 39m²","Rua João de Sousa Dias, 166 - Campo Belo, São Paulo - SP",39 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 716
1350,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Apeninos - Paraíso, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 4.900 /mês,R$ 640
1351,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Pereira Caldas, 90 - Jardim da Glória, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.700 /mês,R$ 600
1352,"Apartamento com 3 Quartos para Aluguel, 105m²","Barra Funda, São Paulo - SP",105 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.000 /mês,R$ 1.100
1353,"Apartamento com Quarto para Aluguel, 43m²","Campo Belo, São Paulo - SP",43 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 670
1354,"Apartamento com 3 Quartos para Aluguel, 106m²","Rua Antônio de Lucena, 155 - Tatuapé, São Paulo - SP",106 m²,3 Quartos,1 Banheiro,2 Vagas,R$ 3.900 /mês,R$ 740
1355,"Apartamento com Quarto para Aluguel, 47m²","Avenida Marquês de São Vicente, 1619 - Barra Funda, São Paulo - SP",47 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 700
1356,Apartamento com 3 Quartos para Venda/Aluguel 181m²,"Rua José da Silva Ribeiro - Vila Andrade, São Paulo - SP",181 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 3.800 /mês,R$ 663
1357,"Apartamento com 3 Quartos para Aluguel, 83m²","Rua Tonelero, 201 - Vila Ipojuca, São Paulo - SP",83 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 680
1358,Apartamento com 2 Quartos para Venda/Aluguel 67m²,"Butantã, São Paulo - SP",67 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 600
1359,"Apartamento com Quarto para Aluguel, 32m²","Avenida Luiz Dumont Villares, 400 - Santana, São Paulo - SP",32 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 805 /mês,R$ 1.715
1360,"Apartamento com Quarto para Aluguel, 75m²","Rua Martiniano de Carvalho, 807 - Bela Vista, São Paulo - SP",75 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 4.300 /mês,R$ 1.500
1361,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Avaí, 219 - Móoca, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 200
1362,Apartamento com 2 Quartos para Venda/Aluguel 48m²,"Jardim Eledy, São Paulo - SP",48 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 649 /mês,R$ 351
1363,"Apartamento com 4 Quartos para Aluguel, 125m²","Rua Helena, 151 - Vila Olímpia, São Paulo - SP",125 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 14.000 /mês,R$ 1.554
1364,Apartamento com 3 Quartos para Venda/Aluguel 86m²,"Rua Cardoso de Almeida, 668 - Perdizes, São Paulo - SP",86 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 850
1365,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Doutor Martins de Oliveira - Jardim Londrina, São Paulo - SP",64 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 1.800 /mês,R$ 628
1366,"Apartamento com Quarto para Aluguel, 20m²","Rua Oscar Freire, 1375 - Pinheiros, São Paulo - SP",20 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.999 /mês,R$ 200
1367,Apartamento com 3 Quartos para Venda/Aluguel 92m²,"Vila Gomes Cardim, São Paulo - SP",92 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 833
1368,"Apartamento com 2 Quartos para Aluguel, 50m²","Avenida Zumkeller, 835 - Parque Mandaqui, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 500
