,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Condominium Fee (R$),Rent (R$)
5407,7,65,2,1,2,1100,2500
5408,2,39,1,1,1,423,1700
5409,30,66,2,1,1,1129,2800
5410,29,115,3,2,3,1170,3600
5411,7,60,1,2,0,700,3100
5412,45,79,2,3,2,1370,5000
5413,34,30,1,1,1,480,2350
5414,18,70,3,2,0,675,2400
5415,25,85,2,3,2,827,2800
5416,29,48,2,1,1,430,1200
5417,35,98,3,3,2,1047,4500
5418,26,60,2,2,1,787,2885
5419,39,40,1,1,1,400,1850
5420,29,67,3,2,1,513,1700
5421,44,74,2,3,1,735,2500
5422,28,55,2,1,1,617,1600
5423,29,100,2,1,0,897,1750
5424,29,75,3,2,1,925,2000
5425,29,62,3,1,1,520,1850
5426,39,49,2,1,1,351,1650
5427,29,55,2,1,1,670,1400
5428,4,48,2,1,1,460,1200
5429,14,67,2,3,1,850,3700
5430,12,25,1,1,0,287,2200
5431,11,85,3,2,1,774,2500
5432,31,130,3,3,0,1593,2600
5433,0,34,1,1,1,490,2100
5434,47,58,1,1,0,400,1200
5435,29,30,1,1,0,110,1200
5436,32,48,2,1,1,730,2900
5437,47,48,1,1,1,516,920
5438,26,112,3,3,2,1337,3300
5439,49,31,1,1,1,800,3000
5440,10,60,2,2,1,630,3170
5441,35,34,1,1,1,450,2500
5442,29,56,2,1,1,585,1215
5443,29,81,3,2,2,700,4000
5444,29,85,2,1,0,251,1700
5445,2,45,1,1,1,722,1600
5446,3,43,1,1,1,650,3200
5447,18,57,3,1,1,560,2000
5448,3,38,1,1,1,0,3000
5449,3,20,1,1,0,0,2450
5450,29,54,2,1,1,270,1300
5451,0,37,1,1,0,323,1100
5452,29,58,2,2,2,485,1950
5453,29,59,2,2,1,730,1500
5454,49,45,1,1,1,650,2800
5455,16,57,1,1,1,980,3000
5456,37,53,1,2,1,920,3700
5457,2,42,1,1,0,375,1600
5458,29,56,2,1,1,570,1450
5459,0,86,2,3,1,1100,2300
5460,26,70,1,1,1,836,3000
5461,29,66,1,1,1,600,3800
5462,29,137,3,3,1,1428,6800
5463,46,51,2,1,1,450,1650
5464,46,67,2,2,1,935,3000
5465,26,45,1,1,1,776,2395
5466,29,77,2,3,1,700,2806
5467,12,60,1,2,0,430,1500
5468,42,135,4,4,2,1393,4500
5469,7,75,2,3,2,1080,3500
5470,7,50,1,1,1,570,2950
5471,21,60,2,2,1,1189,2900
5472,37,96,3,3,2,920,3500
5473,32,95,3,3,2,1500,4800
5474,29,90,2,4,2,980,3360
5475,29,49,1,2,1,580,3000
5476,49,38,1,1,1,800,3970
5477,31,129,3,1,2,1670,3250
5478,29,74,1,2,2,959,4500
5479,29,49,2,1,1,0,1650
5480,24,50,1,1,0,497,1200
5481,2,37,1,1,1,411,2950
5482,21,78,2,2,1,0,3200
5483,37,38,1,1,0,0,1249
5484,23,54,2,2,1,734,2200
5485,11,33,1,1,1,620,2800
5486,26,100,3,2,1,895,2900
5487,46,56,2,2,1,1000,2490
5488,39,35,1,1,0,155,1400
5489,21,40,1,1,0,130,1600
5490,2,57,1,1,0,500,1350
5491,29,104,3,3,2,810,3800
5492,27,55,1,1,1,403,2500
5493,28,92,3,1,2,850,2500
5494,29,46,2,1,1,0,1390
5495,29,75,3,2,2,915,2700
5496,29,35,1,1,1,440,900
5497,32,62,2,2,1,0,3500
5498,15,72,2,1,0,140,1600
5499,7,34,1,1,1,500,2000
5500,26,100,3,3,2,850,6750
5501,29,45,2,1,1,0,1600
5502,9,72,2,2,1,832,2600
5503,29,70,2,1,0,250,1600
5504,26,60,1,1,1,850,2400
5505,3,43,1,1,1,850,2100
5506,2,40,1,1,0,440,1200
5507,29,60,2,1,1,470,1100
5508,48,71,2,2,2,1300,4000
5509,6,80,2,2,0,310,1500
5510,46,69,2,2,1,1200,2200
5511,29,80,3,2,1,747,1500
5512,36,45,1,1,0,713,1900
5513,26,87,3,3,1,1213,2500
5514,29,60,1,1,0,0,1000
5515,15,100,3,1,2,1300,2000
5516,24,28,1,1,0,310,1350
5517,47,108,3,2,2,1000,4500
5518,32,34,1,1,1,483,3300
5519,26,70,2,2,1,750,4000
5520,3,113,3,4,2,905,6000
5521,32,64,2,2,0,921,2200
5522,32,62,1,1,1,700,2850
5523,38,53,2,2,1,380,1700
5524,26,53,2,2,1,481,2700
5525,49,65,2,2,1,880,5000
5526,21,50,2,1,1,837,2600
5527,30,52,2,1,0,435,2100
5528,26,75,2,2,1,780,5900
5529,13,119,3,1,3,1200,3000
5530,24,55,2,1,1,600,1700
5531,12,53,2,2,1,560,3000
5532,7,60,2,2,1,743,3900
5533,8,65,2,2,1,900,3500
5534,29,60,2,2,2,780,2300
5535,1,33,1,1,1,393,1950
5536,15,87,2,3,1,640,2700
5537,36,66,3,2,2,700,1950
5538,21,80,3,4,1,1574,4000
5539,26,31,1,1,1,31,3400
5540,1,93,3,3,2,750,2600
5541,7,85,2,2,2,1400,3500
5542,2,50,1,1,0,450,1300
5543,29,72,3,2,1,489,2200
5544,27,70,2,2,2,850,3500
5545,29,152,3,5,3,1250,8500
5546,39,59,2,2,1,424,2200
5547,29,45,2,1,0,0,1000
5548,32,95,3,4,2,1326,5500
5549,38,37,1,1,1,506,2500
5550,43,60,2,2,2,910,1300
5551,13,62,2,2,2,747,4800
5552,29,154,3,4,2,1340,6300
5553,49,70,2,2,1,920,2600
5554,29,50,2,2,1,700,1500
5555,35,160,3,3,3,1650,7200
5556,2,33,1,1,0,450,1700
5557,0,50,1,1,0,260,1200
5558,32,86,2,2,1,1000,3000
5559,16,137,3,3,1,1361,4500
5560,2,57,2,2,1,552,3500
5561,29,67,2,1,0,0,1700
5562,29,65,2,2,1,691,3000
5563,41,33,1,1,1,737,1200
5564,26,34,1,1,0,600,3060
5565,29,65,2,1,1,600,1320
5566,32,72,2,2,1,900,5000
5567,29,49,2,1,1,658,1300
5568,31,50,1,1,1,575,2000
5569,29,50,2,1,1,0,1300
5570,12,40,1,1,1,480,3000
5571,7,60,2,1,1,860,5500
5572,7,35,1,1,1,570,1800
5573,46,80,2,2,1,700,1700
5574,29,40,1,1,1,1300,1500
5575,6,72,2,2,1,799,2750
5576,29,95,3,2,3,950,2900
5577,14,42,1,2,1,550,1750
5578,0,176,4,5,3,1260,8500
5579,39,50,1,1,1,400,2700
5580,49,38,1,1,1,800,3970
5581,3,80,3,3,2,1221,3000
5582,39,85,3,4,2,619,3500
5583,47,85,2,3,2,693,4500
5584,29,111,3,2,1,720,3000
5585,26,70,2,1,1,1100,2700
5586,15,105,2,2,1,870,1800
5587,17,46,2,1,1,470,1300
5588,29,44,1,1,1,664,2700
5589,12,50,1,1,0,390,1800
5590,39,60,2,1,1,450,2100
5591,32,72,2,2,1,1100,6300
5592,28,85,2,2,2,685,3200
5593,7,50,1,2,1,600,2650
5594,29,58,2,1,1,540,2000
5595,49,103,2,4,1,970,3750
5596,44,70,1,2,2,1230,3750
5597,29,63,2,2,2,629,2500
5598,32,57,1,1,1,750,4200
5599,29,94,3,2,0,820,1600
5600,29,65,3,1,1,545,1500
5601,13,93,3,3,1,1100,3600
5602,2,35,1,1,1,1151,1300
5603,29,68,3,2,1,525,2250
5604,4,55,2,1,1,600,1200
5605,3,67,1,2,2,793,4000
5606,26,80,2,3,1,1030,3800
5607,10,48,2,1,1,580,2400
5608,44,117,4,4,2,1200,3555
5609,31,62,2,2,1,750,4600
5610,29,45,2,1,1,0,700
5611,49,43,1,1,1,1129,1680
5612,44,53,2,1,1,540,2400
5613,21,74,2,2,2,1400,4450
5614,43,55,2,1,1,754,1950
5615,38,130,3,4,2,1500,2700
5616,26,70,2,1,1,956,2800
5617,29,52,2,1,1,310,2300
5618,21,90,2,1,1,1121,3600
5619,3,65,2,2,2,685,4100
5620,26,85,2,3,1,545,3000
5621,29,84,3,2,1,800,2500
5622,29,98,3,4,2,750,3900
5623,29,47,2,1,1,0,1700
5624,49,65,1,2,2,970,5500
5625,9,78,2,2,1,1600,2500
5626,2,47,1,2,1,550,1800
5627,7,51,1,1,1,0,3500
5628,3,45,1,1,1,586,3999
5629,20,95,3,1,2,847,3650
5630,11,52,2,2,1,0,3370
5631,35,46,1,1,1,600,1600
5632,32,50,1,2,1,1043,2300
5633,16,100,1,2,2,1365,8600
5634,46,60,2,1,0,374,1700
5635,21,48,2,2,2,680,3400
5636,31,50,1,1,1,650,2200
5637,29,30,1,1,0,0,500
5638,49,56,2,1,1,720,4500
5639,32,113,3,2,1,1192,3700
5640,35,80,2,2,0,400,2500
5641,10,104,3,3,2,980,3900
5642,15,70,3,1,1,700,2600
5643,29,80,3,2,2,741,2800
5644,29,73,2,1,1,880,1500
5645,29,52,2,1,1,520,1200
5646,29,47,1,2,1,600,2300
5647,29,65,2,2,1,691,2800
5648,26,131,3,3,0,1100,3200
5649,2,75,2,2,1,800,2400
5650,29,65,2,2,1,800,2350
5651,29,61,2,1,2,1094,2500
5652,24,30,1,1,0,250,2200
5653,33,38,1,1,1,450,1900
5654,31,104,3,1,2,980,7300
5655,22,32,1,1,0,150,2000
5656,29,128,3,3,2,900,3000
5657,29,60,2,1,1,374,1200
5658,29,70,2,2,1,594,1900
5659,29,65,2,1,1,0,1850
5660,29,69,3,2,1,600,1450
5661,50,61,3,2,1,357,1980
5662,29,49,2,1,1,565,1250
5663,29,52,1,1,1,500,2300
5664,29,72,3,1,1,640,1980
5665,29,41,1,1,1,735,1510
5666,29,53,2,1,1,0,1650
5667,28,44,1,1,0,280,1150
5668,32,45,1,2,1,825,2650
5669,3,70,2,2,1,724,4000
5670,29,65,3,2,1,550,2000
5671,46,105,3,3,1,1210,3200
5672,16,103,2,3,1,1003,4700
5673,29,30,1,1,0,150,900
5674,29,82,3,2,1,550,2500
5675,12,118,3,3,1,1335,2700
5676,41,110,3,3,1,1490,4000
5677,19,27,1,1,1,461,2200
5678,29,54,2,1,1,551,1120
5679,12,35,1,1,1,360,3500
5680,45,58,1,1,1,622,2800
5681,3,80,2,2,1,1590,4450
5682,21,107,3,2,1,950,3500
5683,32,60,2,2,1,805,4500
5684,29,100,3,2,1,915,3000
5685,45,69,2,2,1,376,6500
5686,29,75,2,2,1,651,1500
5687,2,44,1,1,1,750,1675
5688,38,56,2,2,1,520,2800
5689,29,98,3,4,2,0,4000
5690,38,70,3,2,1,792,2400
5691,29,100,3,3,1,860,1899
5692,32,72,3,2,1,580,5500
5693,36,40,1,1,0,100,1100
5694,1,40,1,1,1,520,2000
5695,29,75,3,2,1,560,1940
5696,29,70,2,2,1,600,2300
5697,29,47,2,1,1,252,748
5698,25,62,3,2,1,350,1800
5699,22,76,2,1,1,1000,5300
5700,32,63,2,2,1,1060,2400
5701,2,47,1,2,1,560,2200
5702,15,50,2,1,1,570,2300
5703,12,67,1,2,1,800,4600
5704,29,34,1,1,1,451,1300
5705,38,160,4,2,2,1700,3750
5706,29,30,1,1,1,320,2250
5707,29,50,1,1,0,180,750
5708,29,69,3,2,1,450,3500
5709,29,45,2,1,0,50,1200
5710,31,107,3,4,2,1650,4300
5711,49,95,3,2,1,1350,2500
5712,29,81,2,2,1,720,2700
5713,49,80,2,2,2,1675,8000
5714,12,35,1,1,1,650,2800
5715,46,84,2,2,1,521,2650
5716,29,73,2,2,2,550,3800
5717,1,60,2,1,0,240,1600
5718,10,105,3,2,2,988,4500
5719,20,92,3,1,2,772,3500
5720,29,90,2,2,1,380,1200
5721,2,43,1,1,0,557,1750
5722,12,40,1,1,1,340,2800
5723,42,60,2,1,0,550,2000
5724,15,75,2,1,0,70,1790
5725,13,104,2,2,1,705,3000
5726,45,50,2,1,1,336,2200
5727,44,70,2,2,1,677,2400
5728,39,65,3,2,2,672,2200
5729,29,42,2,1,0,160,1600
5730,29,71,2,2,2,680,3280
5731,16,45,1,1,1,983,2550
5732,29,75,3,3,2,765,3500
5733,29,46,2,1,1,444,1100
5734,29,122,3,4,2,1100,5000
5735,5,65,2,2,2,730,1700
5736,2,36,1,1,1,450,2100
5737,29,40,2,1,0,319,1100
5738,29,68,2,2,1,781,2200
5739,3,51,1,1,1,770,4100
5740,2,33,1,1,1,585,2900
5741,40,95,3,3,2,805,4100
5742,29,70,2,2,2,765,1600
5743,7,108,3,3,2,1400,5000
5744,29,73,3,2,0,788,2000
5745,15,111,3,4,2,1000,5500
5746,29,42,2,1,1,300,750
5747,32,93,2,1,0,400,2500
5748,47,37,1,1,0,200,1500
5749,27,65,2,2,1,580,3300
5750,49,93,3,3,2,1121,9000
5751,15,111,3,4,2,1100,5500
5752,29,55,2,1,1,450,1200
5753,23,52,2,1,1,396,1700
5754,48,32,1,1,1,1000,1884
5755,16,100,2,4,1,1583,4200
5756,29,60,2,1,1,430,1650
5757,35,56,2,1,1,680,3000
5758,4,49,2,1,1,460,1800
5759,3,41,1,1,1,580,3200
5760,10,64,2,2,1,1100,2500
5761,2,44,1,1,1,480,1500
5762,2,50,2,2,1,690,2500
5763,23,94,3,2,2,750,4700
5764,37,35,2,1,0,200,1900
5765,7,42,1,2,1,580,3200
5766,47,87,2,3,2,750,3000
5767,29,68,3,2,1,698,2100
5768,29,47,1,2,1,600,2950
5769,8,51,1,1,0,350,2050
5770,2,50,1,1,0,495,1300
5771,29,65,3,1,1,585,1400
5772,29,45,2,1,1,150,1750
5773,46,75,2,2,1,950,2300
5774,5,17,1,1,0,0,1350
5775,29,41,2,1,0,0,1200
5776,28,63,2,2,1,590,2000
5777,29,62,2,1,1,518,1700
5778,31,96,3,3,2,1250,3500
5779,8,140,2,2,0,633,2800
5780,13,30,1,1,1,490,2000
5781,29,90,2,2,2,979,3360
5782,46,77,3,1,2,770,3500
5783,32,75,3,2,1,1100,3500
5784,30,42,1,2,1,550,2300
5785,28,50,2,1,1,607,1550
5786,2,60,2,1,1,800,2100
5787,31,52,1,2,1,400,3300
5788,0,37,1,1,1,530,2160
5789,39,68,2,2,2,548,2000
5790,29,73,2,2,2,555,3700
5791,0,70,2,1,1,600,1800
5792,29,52,2,1,1,370,1150
5793,47,147,3,5,2,1150,5000
5794,48,40,1,1,1,850,2100
5795,10,70,2,2,1,750,3200
5796,29,32,1,1,0,100,1250
5797,7,37,1,1,1,500,2400
5798,29,56,3,1,1,500,2800
5799,29,52,2,1,1,317,1200
5800,13,113,3,2,1,1450,3600
5801,24,55,2,1,0,564,1400
5802,30,57,1,1,1,345,1350
5803,47,80,3,2,1,700,4600
5804,32,61,2,2,1,1203,2950
5805,16,110,3,2,1,1100,4500
5806,29,95,3,3,1,1590,1800
5807,29,50,1,1,1,400,2200
5808,31,70,2,2,2,650,2950
5809,34,120,2,2,0,800,2550
5810,16,50,1,2,1,856,2800
5811,30,33,1,1,1,1150,1650
5812,32,45,1,1,1,750,2500
5813,49,100,2,4,2,1340,5500
5814,26,69,2,1,1,998,2000
5815,29,71,3,2,1,550,2100
5816,29,104,3,3,2,1060,3500
5817,29,48,2,1,1,133,1400
5818,15,75,2,1,1,0,2220
5819,29,90,2,1,0,450,2300
5820,29,62,2,2,1,890,1900
5821,41,31,1,1,1,557,1700
5822,7,50,1,1,1,795,2900
5823,38,40,2,2,1,697,2500
5824,3,68,1,2,1,1100,3982
5825,12,35,1,1,1,304,2676
5826,29,50,2,1,1,637,1900
5827,47,60,2,2,1,595,2300
5828,30,110,2,1,1,1278,2600
5829,6,85,2,3,1,1226,1300
5830,29,44,2,1,1,637,2000
5831,23,48,2,1,1,353,2150
5832,32,90,3,3,2,1300,5200
5833,39,36,1,1,1,336,1400
5834,16,120,2,2,1,620,3300
5835,47,116,3,4,2,1350,3470
5836,16,60,1,2,1,1000,5500
5837,29,55,2,1,1,540,1360
5838,10,80,3,2,1,835,3300
5839,21,69,1,1,1,1128,5400
5840,29,53,2,1,1,343,1600
5841,30,66,2,2,1,700,4000
5842,31,70,2,1,1,880,2500
5843,31,76,3,3,2,1000,2650
5844,50,75,3,2,1,710,1600
5845,4,105,2,2,0,500,1600
5846,0,45,2,1,0,550,1700
5847,23,50,2,1,1,600,1900
5848,46,72,2,3,2,1150,3520
5849,32,53,1,1,2,940,2800
5850,46,50,1,2,1,856,3500
5851,29,68,2,1,1,654,2300
5852,4,48,2,1,1,400,1200
5853,32,127,3,3,2,1250,4890
5854,29,55,2,1,0,100,1500
5855,3,95,3,3,1,789,2700
5856,4,30,1,1,0,272,800
5857,38,96,3,3,2,1056,2300
5858,17,49,2,1,1,610,1290
5859,32,78,2,3,1,1233,3000
5860,29,60,2,1,1,597,2000
5861,29,60,2,1,1,450,1300
5862,29,58,2,1,0,707,2000
5863,7,50,1,1,1,450,3500
5864,15,74,2,3,1,460,4200
5865,41,40,1,1,1,450,2500
5866,7,74,2,2,2,960,4500
5867,28,64,2,2,1,800,1700
5868,24,39,1,1,1,540,2700
5869,7,34,1,1,1,0,3000
5870,29,52,2,1,1,300,1400
5871,45,90,2,4,1,1100,2700
5872,3,42,1,1,1,580,2900
5873,29,70,2,2,1,700,3200
5874,2,29,1,1,1,725,1400
5875,15,50,2,1,1,460,1700
5876,29,58,2,1,1,625,1300
5877,5,105,3,2,2,1024,2300
5878,34,48,1,1,1,406,2990
5879,32,44,1,1,1,635,3500
5880,29,36,2,2,0,190,1200
5881,33,72,3,2,2,799,3100
5882,1,162,3,4,2,1500,8000
5883,27,90,2,3,2,898,2350
5884,29,47,2,1,1,396,1150
5885,20,52,2,1,1,472,1700
5886,46,90,2,1,1,1148,2000
5887,49,93,3,3,2,1650,5500
5888,29,105,2,3,1,830,3500
5889,9,60,2,1,1,723,2800
5890,8,26,1,1,0,350,1650
5891,26,73,2,1,1,1047,2500
5892,17,35,1,1,0,385,1550
5893,2,35,1,1,0,279,1700
5894,3,40,1,1,1,500,2300
5895,2,34,1,1,1,1100,1300
5896,32,66,2,2,1,1144,5400
5897,2,42,1,1,1,700,2200
5898,6,100,3,3,1,980,1950
5899,2,80,2,2,0,536,3000
5900,21,35,1,1,1,509,1800
5901,2,45,1,1,1,602,1790
5902,32,74,2,2,1,850,3000
5903,32,76,2,2,1,882,2780
5904,2,37,1,1,1,350,1450
5905,15,87,1,2,1,1100,2200
5906,33,60,2,2,1,896,2400
5907,13,40,1,1,1,750,2500
5908,39,63,3,2,1,680,2500
5909,29,80,3,1,1,0,1000
5910,38,50,1,1,0,50,1250
5911,29,60,2,1,1,1,1380
5912,16,70,2,1,1,1020,2400
5913,47,58,2,1,1,696,2000
5914,41,50,1,1,1,400,2200
5915,29,28,1,1,0,50,1050
5916,29,49,2,1,1,698,1000
5917,29,55,2,1,2,815,1400
5918,42,65,2,2,1,830,4200
5919,29,30,1,1,0,523,2000
5920,29,80,2,2,1,651,1700
5921,3,58,1,2,1,642,3800
5922,48,150,2,2,1,1165,8400
5923,29,125,3,5,3,950,4000
5924,29,60,2,2,1,600,2700
5925,29,54,2,1,1,460,1200
5926,32,35,1,1,1,790,3690
5927,21,75,2,2,1,1200,3000
5928,3,68,2,2,1,1085,7500
5929,29,28,1,1,0,100,1100
5930,43,110,3,3,2,980,4300
5931,7,40,1,1,1,648,1800
5932,41,77,3,2,1,830,2100
5933,27,74,2,2,2,1100,2500
5934,5,95,2,2,2,810,4100
5935,29,20,1,1,0,0,925
5936,46,100,3,4,3,1340,3100
5937,7,50,1,1,1,700,2950
5938,29,45,2,1,1,450,1600
5939,29,49,1,2,1,550,3300
5940,2,36,1,1,1,410,2500
5941,31,124,2,4,3,1300,6500
5942,20,75,3,2,2,706,1500
5943,39,40,1,1,1,679,1600
5944,33,36,1,1,1,530,2000
5945,32,90,2,2,0,1200,3200
5946,32,75,3,2,1,1100,3500
5947,29,65,2,2,2,1000,1500
5948,49,50,1,2,0,537,2300
5949,12,40,1,1,1,450,2100
5950,48,98,2,2,1,834,4000
5951,45,72,2,2,1,950,4700
5952,49,67,2,2,1,867,3000
5953,10,54,2,1,1,550,2800
5954,3,115,3,3,2,1479,3100
5955,2,70,2,1,1,0,2450
5956,29,180,3,3,2,1660,4700
5957,32,45,1,1,1,788,2000
5958,29,84,3,2,2,800,2900
5959,31,25,1,1,1,330,2300
5960,24,28,1,1,0,270,1900
5961,17,60,2,1,0,0,1800
5962,21,130,3,3,2,1106,5000
5963,46,47,1,2,1,723,3000
5964,29,80,3,2,2,862,2800
5965,44,68,2,2,1,880,2000
5966,38,69,2,1,1,447,1600
5967,29,48,2,1,1,300,1500
5968,29,82,1,2,0,450,1000
5969,33,75,3,3,2,840,3800
5970,17,34,1,1,1,366,1880
5971,49,70,2,2,1,933,2500
5972,15,45,1,1,1,431,2100
5973,31,48,1,1,1,640,1800
5974,29,90,2,2,1,800,1700
5975,29,57,2,1,1,0,1000
5976,45,90,3,2,1,527,3100
5977,26,65,1,2,1,1434,2578
5978,13,107,3,2,2,1633,4000
5979,32,63,1,2,1,795,4500
5980,1,128,4,3,2,1200,5500
5981,30,54,2,1,1,0,3000
5982,7,45,1,1,1,540,2500
5983,3,80,2,2,2,758,6500
5984,29,56,2,1,1,530,1500
5985,29,80,2,2,2,1180,3500
5986,29,35,1,1,1,706,2000
5987,3,22,1,1,0,300,2400
5988,46,31,1,1,1,528,2420
5989,13,40,1,1,1,505,2450
5990,29,35,1,1,1,440,900
5991,3,40,1,1,1,770,3800
5992,15,58,2,1,1,700,2000
5993,49,45,1,1,1,739,2200
5994,26,47,1,2,1,550,4400
5995,3,30,1,1,1,502,2420
5996,39,35,1,1,1,360,2200
5997,26,156,4,5,3,1584,9000
5998,2,35,1,1,0,464,850
5999,30,101,3,3,1,1254,3799
6000,16,105,3,4,2,1400,7000
6001,3,127,3,5,4,1250,7500
6002,46,80,3,2,1,990,2800
6003,42,82,2,3,1,1300,1800
6004,21,43,1,1,1,1300,2300
6005,7,50,1,2,1,725,2800
6006,27,120,3,3,2,1100,3500
6007,5,17,1,1,0,0,1350
6008,29,62,2,2,1,839,3700
6009,32,32,1,1,0,150,4000
6010,16,62,2,2,1,873,5000
6011,29,86,2,2,2,988,1650
6012,50,86,3,2,1,650,2000
6013,29,180,4,5,2,1405,2500
6014,7,83,2,3,2,699,4500
6015,30,65,2,1,1,880,3350
6016,0,67,2,2,1,990,2900
6017,31,37,1,1,1,560,2300
6018,37,45,2,1,0,0,1600
6019,3,67,1,2,2,1048,4300
6020,6,26,1,1,0,150,1100
6021,47,55,2,1,1,700,1300
6022,18,55,2,1,1,405,1600
6023,29,34,2,1,0,180,1050
6024,46,77,3,1,2,750,3100
6025,7,27,1,1,1,715,1149
6026,21,110,3,3,1,1263,4000
6027,26,60,2,2,1,787,2900
6028,29,96,3,1,1,740,1600
6029,29,68,2,2,1,800,4700
6030,32,60,2,2,2,1300,2400
6031,29,45,2,1,0,302,850
6032,9,74,2,2,0,338,2990
6033,30,160,2,4,1,1300,4800
6034,3,70,2,2,1,1000,2100
6035,29,69,2,2,1,510,1600
6036,29,42,2,1,1,120,1000
6037,38,75,2,2,1,834,1600
6038,40,120,3,3,2,840,5000
6039,37,65,2,2,2,1060,3200
6040,39,35,1,1,1,380,2200
6041,36,76,2,2,2,702,3500
6042,29,82,3,3,2,1003,3500
6043,29,168,4,4,3,1500,8000
6044,29,45,1,1,1,450,2200
6045,22,61,2,1,1,1089,2650
6046,41,53,1,1,0,375,1400
6047,32,60,2,1,0,550,2299
6048,35,62,1,1,1,616,4000
6049,32,80,2,2,1,857,3000
6050,49,44,1,1,1,627,2600
6051,29,40,2,1,1,0,1500
6052,47,69,2,1,1,920,1880
6053,40,181,3,2,2,663,3800
6054,7,63,2,1,1,1100,4900
6055,20,107,3,4,2,764,4500
6056,8,89,2,2,0,300,2650
6057,32,70,2,2,0,644,2500
6058,49,62,2,2,1,873,4800
6059,29,82,3,2,1,538,2600
6060,29,55,2,2,1,565,2490
6061,32,85,2,2,1,1033,2200
6062,49,70,1,1,1,0,5800
6063,29,72,2,2,2,850,3000
6064,30,68,2,2,1,1422,1600
6065,47,92,3,4,2,1090,2500
6066,9,136,3,4,1,1700,3500
6067,19,40,1,1,0,429,2200
6068,32,63,2,1,0,635,1699
6069,29,45,2,1,1,500,1100
6070,6,86,2,3,2,885,2900
6071,2,58,2,1,1,633,2400
6072,29,36,2,1,0,120,1500
6073,48,76,1,2,2,1050,8900
6074,4,55,2,1,1,350,1450
6075,27,88,2,2,2,1150,2200
6076,29,70,2,2,1,771,3300
6077,29,72,2,2,1,480,920
6078,29,60,2,2,1,620,3300
6079,31,125,3,5,2,1500,3000
6080,35,120,2,1,0,606,2350
6081,29,60,2,2,1,1200,1277
6082,29,33,1,1,0,0,1401
6083,35,38,1,1,1,525,1900
6084,49,86,2,2,1,860,2200
6085,26,84,2,2,1,1300,9000
6086,46,31,1,1,1,528,2420
6087,32,75,2,2,1,941,2300
6088,12,117,3,3,1,1206,3700
6089,31,115,4,3,2,1607,3580
6090,3,62,2,2,2,980,5000
6091,42,65,2,2,1,1218,1700
6092,31,55,1,1,1,577,1800
6093,29,44,1,1,1,624,2600
6094,45,113,3,3,2,1175,2300
6095,7,83,2,3,2,698,4500
6096,26,45,1,1,1,684,1766
6097,3,70,2,1,1,650,4400
6098,7,89,2,2,2,525,4700
6099,29,82,3,2,1,950,1400
6100,29,60,2,2,1,885,1900
6101,6,36,1,1,1,388,1700
6102,29,103,3,2,0,0,1900
6103,29,138,3,2,3,900,5400
6104,31,127,3,2,2,1522,3700
6105,29,50,1,2,1,600,1950
6106,3,45,1,1,1,750,2500
6107,3,116,3,3,2,1300,6000
6108,29,40,1,1,0,0,950
6109,29,60,2,2,1,557,1690
6110,2,75,2,2,1,1231,4300
6111,38,47,1,1,1,602,1800
6112,1,65,2,1,0,469,1500
6113,3,68,2,2,2,900,8000
6114,29,65,3,2,1,700,2100
6115,29,94,2,2,2,847,4500
6116,28,62,3,2,1,400,2200
6117,4,55,2,1,1,405,1450
6118,45,35,1,1,1,600,3300
6119,2,42,1,1,1,513,3550
6120,44,83,3,3,2,950,3300
6121,36,40,1,1,2,600,2400
6122,46,93,3,2,0,450,3100
6123,10,95,3,2,2,720,4300
6124,1,34,1,1,1,400,1900
6125,48,80,2,1,0,759,2850
6126,13,33,1,1,1,348,1500
6127,44,56,2,2,1,620,2300
6128,30,79,2,2,2,1041,6000
6129,9,29,1,1,1,337,2800
6130,39,60,2,2,1,493,2850
6131,29,50,2,1,1,525,1450
6132,0,55,1,1,1,412,1400
6133,21,74,2,2,2,610,4500
6134,20,57,2,2,1,573,1690
6135,24,35,1,1,1,300,1300
6136,0,89,3,3,1,840,3000
6137,33,41,1,1,1,590,2300
6138,29,23,1,1,0,338,1600
6139,24,30,1,1,1,1254,1846
6140,28,64,2,2,1,800,2700
6141,13,60,2,2,1,749,4800
6142,29,55,2,1,1,623,1000
6143,29,55,1,1,0,1,1100
6144,31,55,2,1,2,1010,2700
6145,50,53,2,1,1,517,1400
6146,29,55,1,1,1,550,3340
6147,29,48,2,1,1,565,1250
6148,2,28,1,1,1,1000,1300
6149,3,53,1,2,1,600,4450
6150,46,64,2,2,1,712,2800
6151,29,56,2,1,1,646,900
6152,29,70,2,2,1,370,2500
6153,38,34,1,1,1,600,1500
6154,21,80,2,2,0,380,2800
6155,35,43,1,1,1,800,2290
6156,35,160,3,3,4,1700,7500
6157,3,60,2,1,1,962,2500
6158,26,39,1,1,1,668,1900
6159,32,86,3,2,1,1264,3000
6160,14,86,2,2,1,772,3000
6161,32,60,2,2,1,706,2254
6162,26,72,2,2,2,790,5500
6163,2,42,1,1,1,431,2700
6164,15,80,3,3,2,936,2500
6165,20,52,2,1,1,0,2100
6166,31,36,1,1,1,798,1800
6167,33,121,3,4,3,1300,4500
6168,29,52,2,1,1,253,800
6169,29,54,2,1,1,550,1600
6170,29,30,1,1,1,402,1300
6171,46,38,1,1,1,440,3000
6172,12,30,1,1,0,344,1200
6173,7,80,2,2,2,729,3000
