,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Condominium Fee (R$),Rent (R$)
3109,29,32,1,1,0,0,790
3110,21,82,2,2,0,360,2900
3111,40,34,2,1,1,579,1350
3112,1,40,1,1,1,520,2400
3113,29,46,2,1,1,1600,1600
3114,2,80,2,1,0,955,1700
3115,7,83,2,3,1,1147,2100
3116,29,64,2,1,0,160,1490
3117,2,60,2,2,2,700,2500
3118,29,60,2,2,1,550,2100
3119,29,50,1,1,1,623,2900
3120,0,82,3,3,2,1087,2400
3121,29,22,1,1,0,362,2100
3122,9,58,2,2,1,763,2200
3123,48,37,1,1,1,900,2300
3124,29,51,1,1,1,605,1300
3125,46,70,2,1,0,310,2200
3126,46,80,2,3,1,840,2500
3127,3,33,1,1,0,750,2900
3128,29,62,2,1,1,590,1850
3129,13,66,2,2,1,970,3000
3130,38,80,3,2,1,1100,2300
3131,20,118,4,3,2,1326,2800
3132,31,63,2,1,1,850,5000
3133,13,92,2,2,0,780,3800
3134,29,45,2,1,0,50,1000
3135,29,75,3,2,2,370,2100
3136,4,50,2,1,0,500,2500
3137,31,115,3,3,2,1600,3600
3138,0,70,2,1,0,620,2300
3139,12,63,2,2,1,760,4500
3140,37,85,3,2,2,0,4200
3141,29,68,3,1,1,450,1800
3142,6,48,2,1,0,480,1500
3143,29,98,3,3,2,1050,2000
3144,20,65,2,2,2,635,1500
3145,35,36,1,1,1,706,1500
3146,29,65,2,2,1,0,2700
3147,39,97,3,3,2,908,2700
3148,40,48,2,1,1,430,2200
3149,42,84,2,3,2,1138,2800
3150,46,90,3,3,1,885,3400
3151,28,55,2,2,1,500,3000
3152,39,94,3,2,1,630,1800
3153,16,60,2,2,1,938,3000
3154,46,62,2,2,1,1041,1350
3155,29,73,3,1,1,450,1700
3156,36,164,4,4,2,1530,3500
3157,39,49,1,1,0,390,1000
3158,29,80,2,1,0,830,1600
3159,29,53,1,2,1,920,3700
3160,21,176,3,3,1,1630,5000
3161,6,110,3,3,2,1500,3500
3162,32,62,2,2,1,950,4500
3163,0,37,1,1,1,530,2160
3164,26,50,1,1,1,780,2300
3165,26,56,1,1,1,437,2300
3166,29,51,2,1,1,571,1300
3167,12,28,1,1,0,450,1950
3168,44,153,3,4,3,1200,9000
3169,8,63,2,2,1,350,1900
3170,26,110,3,4,2,1356,4500
3171,29,102,3,4,2,950,3800
3172,16,118,4,3,1,1000,4200
3173,49,40,1,1,1,0,3800
3174,29,40,1,1,1,460,2500
3175,49,30,1,1,1,800,2700
3176,39,134,2,4,2,800,5700
3177,7,107,2,3,2,800,4200
3178,2,65,2,1,1,1060,2800
3179,19,70,2,2,1,1700,2500
3180,16,55,1,2,1,719,2000
3181,44,57,2,1,1,1080,1900
3182,44,114,3,4,2,1300,4990
3183,32,40,1,1,1,856,3410
3184,32,140,3,3,1,1300,5000
3185,29,32,1,1,0,140,1200
3186,12,40,2,1,0,627,950
3187,3,124,2,3,2,1200,7000
3188,13,50,1,1,1,550,1800
3189,2,34,1,1,0,353,1200
3190,26,110,3,5,1,1470,5000
3191,11,96,3,3,2,1200,3200
3192,29,47,2,1,1,0,1500
3193,23,54,2,2,1,780,2300
3194,41,60,2,1,0,563,1800
3195,29,60,2,1,1,450,1300
3196,37,65,2,1,1,490,2700
3197,29,126,2,2,2,950,3800
3198,6,51,2,1,1,805,1500
3199,29,40,2,1,0,140,1210
3200,0,45,1,1,1,610,1700
3201,7,51,1,1,1,560,3200
3202,21,50,1,1,1,700,2300
3203,16,40,1,1,1,579,3600
3204,35,67,2,2,1,730,2700
3205,37,65,2,1,1,490,2790
3206,29,52,2,1,1,420,1300
3207,2,52,2,1,1,475,4500
3208,1,65,2,2,1,511,2100
3209,7,170,4,4,2,1530,3900
3210,10,53,2,2,1,650,3500
3211,46,81,2,2,2,0,3100
3212,46,35,1,1,1,929,2000
3213,21,90,2,2,1,1050,2600
3214,13,41,1,1,1,732,2500
3215,29,70,2,2,1,747,1800
3216,17,72,2,1,1,538,1750
3217,32,50,2,1,1,662,2600
3218,0,91,3,1,3,820,3300
3219,26,75,2,3,1,980,4700
3220,29,70,2,2,1,800,2400
3221,29,56,2,1,1,640,1700
3222,16,103,3,3,2,1212,5200
3223,4,72,3,2,1,707,2300
3224,29,53,2,1,1,400,3200
3225,24,50,2,1,0,581,1300
3226,7,37,1,1,1,560,2050
3227,28,150,3,2,2,1450,1700
3228,29,48,2,1,1,453,1900
3229,2,82,2,2,0,870,2600
3230,1,160,3,2,2,1204,7000
3231,7,83,2,3,1,1149,2000
3232,46,128,3,4,3,1100,3000
3233,31,68,2,3,2,1229,5390
3234,39,24,1,1,0,250,1400
3235,45,78,1,3,1,1160,6485
3236,39,27,1,1,0,220,1500
3237,31,40,1,1,1,890,2000
3238,29,50,2,1,1,330,1950
3239,3,45,1,1,1,650,3400
3240,39,35,1,1,1,380,2400
3241,46,40,1,1,1,360,1500
3242,2,40,1,1,1,602,2550
3243,37,79,3,2,2,870,2490
3244,49,65,2,2,1,880,4900
3245,2,40,1,1,0,366,2300
3246,29,69,3,2,1,760,2204
3247,29,48,2,1,1,440,1300
3248,26,210,3,4,0,0,5000
3249,39,43,1,1,1,360,2300
3250,28,60,2,1,1,200,1600
3251,12,35,1,1,1,576,1300
3252,49,65,1,2,1,1200,5800
3253,26,125,3,5,2,1250,8499
3254,40,68,3,2,1,660,2200
3255,44,61,2,2,1,650,2900
3256,20,92,3,3,2,800,3400
3257,46,64,2,2,1,550,2400
3258,2,61,1,1,1,340,1400
3259,29,55,2,1,3,90,1200
3260,7,35,1,1,1,610,2600
3261,12,120,2,3,1,1419,5400
3262,2,100,3,3,2,1350,3200
3263,29,37,1,1,1,418,2300
3264,38,37,1,1,1,490,1800
3265,29,53,2,2,2,616,2250
3266,49,80,2,2,2,1009,2600
3267,7,39,1,1,1,330,2550
3268,29,48,1,1,1,0,1800
3269,18,33,2,1,0,0,1400
3270,46,137,2,2,1,560,1900
3271,2,110,2,2,1,1300,3100
3272,1,50,1,1,1,514,2600
3273,39,65,2,2,1,897,1800
3274,12,39,1,1,1,392,2200
3275,47,63,2,2,1,702,2500
3276,29,67,3,1,1,446,2300
3277,29,145,4,5,2,1400,3500
3278,15,50,2,2,2,860,2200
3279,7,145,3,5,4,1400,8499
3280,3,48,1,1,1,700,3800
3281,37,101,3,3,2,1195,3800
3282,39,20,1,1,0,117,1240
3283,29,56,2,1,1,0,2000
3284,46,73,2,1,2,0,4000
3285,26,46,1,2,1,529,1900
3286,49,100,3,2,1,1420,1800
3287,22,60,2,2,1,819,2500
3288,49,43,1,1,2,800,2000
3289,46,91,3,3,1,1100,2800
3290,3,66,1,2,2,1147,4500
3291,32,148,4,4,2,1570,4500
3292,48,70,1,2,2,1200,5500
3293,29,160,4,6,3,1600,3500
3294,12,62,1,1,1,492,1800
3295,29,78,3,3,2,730,2100
3296,49,59,1,2,1,903,3000
3297,45,70,2,2,1,983,2700
3298,29,47,2,1,1,0,1200
3299,46,100,2,2,1,800,2500
3300,29,59,2,2,1,600,3000
3301,28,96,2,2,2,850,3800
3302,29,60,2,1,1,700,2000
3303,31,63,2,2,1,1101,5000
3304,32,65,1,1,0,450,1550
3305,5,58,2,1,1,643,1200
3306,29,50,2,1,1,500,2000
3307,46,65,2,2,1,734,2650
3308,29,54,2,1,1,545,1600
3309,30,72,2,2,1,779,2100
3310,2,78,2,2,2,550,5000
3311,29,70,2,2,1,848,2500
3312,16,105,3,2,2,1212,5400
3313,29,84,2,2,2,600,3600
3314,3,80,2,2,2,670,6000
3315,32,90,2,2,1,780,2900
3316,29,70,2,1,0,220,1460
3317,3,45,1,1,1,870,2200
3318,29,55,2,1,0,430,1600
3319,29,56,2,1,1,400,1300
3320,49,87,3,3,2,915,6100
3321,29,52,1,1,1,500,2950
3322,46,20,1,1,0,300,1710
3323,29,66,3,2,1,524,1600
3324,32,85,2,2,2,1342,5785
3325,34,28,1,1,0,250,1700
3326,29,70,2,2,1,760,2000
3327,22,95,2,2,1,760,2300
3328,29,58,2,2,1,600,1500
3329,12,59,1,1,1,960,1300
3330,15,30,1,1,0,0,1700
3331,2,32,1,1,1,1000,1200
3332,29,70,1,1,1,994,2400
3333,16,105,2,3,1,1433,6000
3334,33,68,2,2,1,980,3200
3335,29,70,3,1,1,630,1500
3336,32,140,3,3,1,1245,5000
3337,29,118,3,2,2,1100,6000
3338,44,87,3,2,2,458,3500
3339,13,45,1,1,1,720,1900
3340,5,55,2,1,2,420,1330
3341,16,90,1,2,1,1412,8900
3342,23,65,2,1,1,380,1600
3343,29,74,3,1,1,678,1700
3344,29,52,2,1,1,375,1000
3345,45,100,3,3,2,982,5500
3346,42,67,2,2,1,740,2400
3347,26,109,3,2,2,1350,4900
3348,6,64,3,2,1,490,2100
3349,16,39,1,1,1,583,4234
3350,29,126,2,3,2,920,7500
3351,49,70,2,2,1,1480,3000
3352,49,95,2,3,2,1088,8000
3353,49,81,2,2,1,0,6000
3354,49,61,2,1,0,495,1800
3355,35,166,3,3,0,1469,3800
3356,29,70,3,2,1,650,1650
3357,38,37,1,1,1,492,2200
3358,2,24,1,1,0,217,2900
3359,6,29,1,1,0,230,1300
3360,19,170,3,3,2,1215,7300
3361,18,100,3,1,1,620,2400
3362,2,37,1,1,1,500,2400
3363,47,118,3,4,2,1100,4000
3364,32,75,2,2,0,550,2400
3365,30,78,2,3,2,1100,4500
3366,31,52,2,2,2,800,3600
3367,12,40,1,1,1,0,2500
3368,49,65,2,3,1,752,3500
3369,29,60,2,2,2,780,3600
3370,25,60,3,2,2,430,1800
3371,3,180,3,3,3,1500,9000
3372,29,38,1,1,1,320,1800
3373,30,147,3,3,2,1530,3800
3374,32,55,2,1,0,0,2000
3375,29,70,2,2,2,660,1950
3376,47,84,3,3,2,1142,2300
3377,14,36,1,1,0,450,3200
3378,2,55,1,1,0,1318,1100
3379,12,65,1,1,1,850,1450
3380,29,50,2,1,1,544,1500
3381,47,50,3,2,1,321,2500
3382,39,72,2,1,1,590,1600
3383,33,77,3,2,1,840,2800
3384,32,128,2,3,1,600,4000
3385,26,70,2,3,2,1300,3500
3386,3,51,1,1,1,545,3220
3387,29,70,3,2,1,350,2000
3388,29,49,2,1,1,270,1500
3389,15,25,1,1,0,100,800
3390,32,55,2,1,1,690,2500
3391,3,105,2,3,2,1100,9000
3392,25,67,2,2,0,1050,1700
3393,9,140,3,2,1,1500,3200
3394,32,68,2,1,1,670,2000
3395,29,50,2,1,1,470,1200
3396,46,62,2,1,1,817,2500
3397,2,42,1,1,1,466,1900
3398,28,74,2,2,2,800,3200
3399,29,80,3,2,1,615,1200
3400,18,52,2,1,1,403,1400
3401,3,53,1,1,1,900,4000
3402,31,84,2,2,0,300,2400
3403,28,100,3,4,2,510,4500
3404,21,42,1,1,1,0,4500
3405,49,65,2,2,2,983,2700
3406,16,50,1,1,1,1289,5000
3407,6,50,1,1,0,380,1700
3408,46,120,3,3,2,1344,2950
3409,29,42,2,1,0,0,1300
3410,29,47,2,1,1,350,1350
3411,2,113,3,2,0,514,2800
3412,37,40,1,1,1,0,2500
3413,29,61,3,2,1,600,1300
3414,26,70,2,3,1,880,3380
3415,29,54,2,1,1,480,1600
3416,16,38,1,1,1,497,2400
3417,0,63,2,2,2,641,2500
3418,29,68,3,2,2,840,1600
3419,49,60,1,2,1,1000,5000
3420,3,85,2,3,2,1110,8500
3421,29,30,1,1,1,480,2400
3422,7,75,3,2,2,1080,3500
3423,31,81,3,3,1,1000,3500
3424,3,67,2,1,1,925,5000
3425,29,48,2,1,1,0,2100
3426,30,56,2,2,1,883,2200
3427,2,33,1,1,1,395,2000
3428,39,60,2,1,0,150,1250
3429,21,75,2,2,1,811,3000
3430,2,60,2,2,1,612,3300
3431,29,71,1,1,0,0,1650
3432,26,65,2,2,2,994,3000
3433,35,68,1,2,1,1440,1500
3434,39,60,2,2,1,650,2400
3435,29,80,3,2,2,908,2500
3436,46,43,1,1,1,460,1650
3437,26,68,1,2,2,958,5000
3438,3,55,1,1,1,812,1600
3439,1,126,3,3,2,1300,5850
3440,3,60,2,2,1,900,3985
3441,23,93,3,2,2,1100,3250
3442,28,93,2,1,0,623,1200
3443,47,55,2,1,1,750,1350
3444,38,167,4,4,2,1600,4500
3445,4,65,2,1,1,589,1200
3446,33,84,3,3,1,1266,2600
3447,46,56,2,1,2,802,3500
3448,32,90,3,2,0,600,2800
3449,29,89,2,1,1,889,2500
3450,29,60,2,1,2,850,1450
3451,29,61,3,2,1,350,1400
3452,27,46,1,1,1,900,1400
3453,7,36,1,1,1,490,2300
3454,29,49,2,1,1,647,1200
3455,3,44,1,1,1,585,3300
3456,50,44,2,1,1,305,1400
3457,38,85,2,2,1,970,1900
3458,17,49,2,2,1,389,1300
3459,40,58,2,1,2,815,1300
3460,38,95,3,2,2,681,4300
3461,0,39,1,1,1,530,2260
3462,29,49,2,1,1,0,1150
3463,30,100,3,1,0,675,2800
3464,12,40,1,1,1,625,1400
3465,18,70,3,1,1,442,2800
3466,29,56,3,1,1,150,1150
3467,46,31,1,1,1,528,2420
3468,46,40,1,1,1,700,2700
3469,26,123,3,4,2,1253,8000
3470,16,62,2,2,1,873,4800
3471,35,50,1,1,1,606,2000
3472,29,85,2,2,2,1038,2000
3473,37,112,3,3,2,1250,3800
3474,29,52,2,1,1,605,1100
3475,7,37,1,1,1,500,2500
3476,29,50,2,2,1,650,1800
3477,3,147,3,5,3,1583,7000
3478,23,60,2,2,2,765,2200
3479,38,57,2,2,1,405,2000
3480,7,50,1,2,1,650,3500
3481,29,47,2,1,1,200,1000
3482,29,30,1,1,0,0,900
3483,16,100,2,3,1,1360,5000
3484,46,45,1,1,0,160,1500
3485,16,45,1,1,1,1500,2500
3486,36,76,2,2,2,600,4000
3487,38,37,1,1,1,490,1950
3488,31,21,1,1,0,250,1100
3489,16,70,1,2,1,1200,5000
3490,46,73,2,2,2,1156,4600
3491,38,94,3,3,2,950,2800
3492,39,50,2,2,1,0,2000
3493,2,26,1,1,0,376,1250
3494,29,130,3,2,1,850,2400
3495,29,30,1,1,0,0,1400
3496,43,80,2,2,1,660,1999
3497,29,50,2,1,1,551,1100
3498,29,65,2,2,1,324,1650
3499,36,40,1,1,2,595,1800
3500,8,45,1,1,0,200,1500
3501,31,140,3,3,1,1000,3900
3502,29,126,2,1,1,718,1700
3503,29,108,3,3,1,1300,2800
3504,19,120,2,2,0,1466,4500
3505,29,69,2,2,2,700,3200
3506,32,85,2,3,2,1520,3850
3507,29,75,3,2,1,750,1400
3508,49,33,1,1,1,1300,1600
3509,10,55,2,2,1,1072,2150
3510,48,48,1,1,1,1193,4637
3511,44,52,1,1,1,650,1800
3512,29,72,2,2,1,680,3500
3513,29,74,2,2,1,939,1600
3514,32,30,1,1,1,550,3000
3515,13,80,3,3,2,1062,4800
3516,36,90,3,2,1,916,1650
3517,10,71,2,2,1,742,3000
3518,32,90,2,1,0,120,3500
3519,35,82,3,3,1,990,3000
3520,29,48,1,2,1,600,2200
3521,27,64,2,2,1,460,2250
3522,26,76,2,2,1,1040,2900
3523,3,37,1,1,1,400,3300
3524,49,97,2,3,1,1090,3900
3525,31,153,4,5,3,1700,6500
3526,29,50,2,1,1,258,742
3527,31,85,1,1,1,350,1700
3528,6,81,3,2,1,705,2750
3529,38,107,3,1,2,680,4500
3530,13,80,3,3,2,1070,4900
3531,38,37,1,1,1,450,2000
3532,49,83,2,2,1,1572,2500
3533,29,78,3,2,2,800,1800
3534,32,90,3,3,1,948,3800
3535,1,85,1,1,0,365,1590
3536,35,140,2,4,1,1670,3200
3537,44,128,4,4,2,1500,5500
3538,29,45,1,1,0,243,1300
3539,41,30,1,1,0,331,2000
3540,17,55,2,1,1,700,1000
3541,1,69,2,2,1,540,2900
3542,15,108,3,1,2,1200,4500
3543,29,80,3,3,2,890,5200
3544,9,117,2,2,1,820,5000
3545,27,86,1,2,2,1300,3000
3546,24,62,1,1,0,375,1190
3547,46,37,1,1,1,576,1700
3548,7,50,1,1,1,428,3700
3549,4,32,1,1,0,190,1400
3550,46,68,2,2,1,605,2300
3551,24,92,1,1,0,465,1300
3552,40,75,3,2,2,676,2300
3553,32,60,2,1,0,501,2300
3554,29,81,3,2,3,1000,2600
3555,1,95,2,1,0,605,2300
3556,29,50,1,1,0,350,1300
3557,29,49,2,1,1,336,2530
3558,10,70,2,2,1,734,3100
3559,32,102,3,2,2,1491,4476
3560,29,50,2,2,2,490,2200
3561,48,59,1,1,0,416,2100
3562,41,86,1,1,0,440,2100
3563,29,35,1,1,1,566,1600
3564,42,110,3,3,2,825,2400
3565,46,50,1,1,1,856,3000
3566,28,60,1,1,0,200,1200
3567,7,57,2,3,1,952,2600
3568,49,45,1,1,1,776,2900
3569,46,83,3,2,1,731,2500
3570,3,47,1,1,1,485,3000
3571,29,80,2,1,3,1342,2750
3572,10,112,3,3,2,840,5500
3573,18,50,2,1,1,583,1200
3574,0,88,3,2,2,847,2300
3575,4,65,2,1,1,487,1700
3576,0,50,1,1,1,590,1700
3577,31,110,3,3,2,1050,3500
3578,2,126,3,2,1,1163,3300
3579,31,130,3,3,2,1662,3500
3580,46,21,1,1,0,350,2000
3581,3,45,1,1,1,850,2000
3582,21,68,2,2,0,690,3000
3583,49,52,2,1,1,850,2800
3584,16,115,3,3,1,1116,4300
3585,35,110,2,1,0,570,2000
3586,38,70,3,1,2,1050,1500
3587,36,70,2,1,0,584,1300
3588,49,72,3,2,1,1008,4195
3589,49,95,3,4,2,1300,9100
3590,29,140,3,1,1,1400,6000
3591,39,160,4,5,3,1560,3415
3592,3,38,1,1,1,560,3400
3593,49,70,2,2,1,700,5500
3594,48,69,1,2,1,1100,5600
3595,29,55,2,1,1,650,1600
3596,31,73,2,1,1,832,3500
3597,29,120,3,3,3,1172,3600
3598,46,76,2,2,1,1290,1880
3599,47,45,2,1,0,200,2100
3600,17,90,3,1,1,200,1500
3601,29,105,3,1,1,990,2600
3602,3,85,3,2,2,900,7300
3603,40,168,3,4,3,1285,8000
3604,29,47,2,1,0,0,1400
3605,39,54,2,2,2,620,3000
3606,3,38,1,1,1,600,3500
3607,19,85,2,2,0,926,3000
3608,8,44,1,1,1,700,2300
3609,32,72,2,2,1,800,3000
3610,16,77,1,2,2,1676,6950
3611,24,45,1,1,1,773,1500
3612,32,60,2,1,1,688,4000
3613,49,67,2,2,1,969,2600
3614,18,90,3,3,2,500,1600
3615,33,63,2,2,1,550,3200
3616,38,60,2,1,1,652,2050
3617,41,105,2,1,1,664,2700
3618,3,44,1,1,1,585,3400
3619,31,106,3,4,2,1339,3100
3620,45,61,2,2,1,850,5100
3621,5,65,2,2,1,1067,1900
3622,29,65,2,2,1,700,2100
3623,29,67,1,1,1,850,1600
3624,33,74,2,1,2,800,3400
3625,29,100,3,2,1,860,2100
3626,31,42,1,1,1,1150,1650
3627,25,34,1,1,1,481,1450
3628,29,62,3,2,2,1100,1800
3629,26,48,1,1,1,985,2100
3630,32,30,1,1,1,400,2600
3631,47,64,2,2,2,645,2800
3632,46,30,1,1,0,0,3190
3633,2,100,3,2,1,1100,2300
3634,26,75,2,3,1,980,4710
3635,28,50,2,1,1,350,2200
3636,29,42,2,1,0,280,1220
3637,29,40,2,1,0,80,1450
3638,31,80,2,2,1,900,2700
3639,29,57,2,3,1,580,2400
3640,2,60,1,1,0,330,1499
3641,19,105,2,3,1,1038,5300
3642,49,94,3,3,2,1171,7500
3643,32,30,1,1,1,940,2400
3644,32,86,2,2,1,1264,3000
3645,31,104,3,3,2,989,7300
3646,27,50,1,1,1,800,2500
3647,1,95,2,1,0,100,1800
3648,13,198,3,2,2,1490,5300
3649,2,80,2,2,1,930,3800
3650,29,54,2,1,1,426,1900
3651,29,74,3,2,2,855,2200
3652,32,87,1,2,0,421,2200
3653,32,80,3,3,2,1136,3500
3654,15,39,1,1,1,370,1300
3655,47,70,2,1,1,599,1500
3656,34,26,1,1,0,265,1050
3657,16,75,2,1,0,776,1800
3658,29,94,2,3,2,1280,3500
3659,46,80,2,1,1,750,2500
3660,31,78,2,1,2,1154,3200
3661,45,48,1,1,1,982,2200
3662,3,80,2,1,1,1492,1800
3663,10,70,2,3,1,734,3200
3664,28,25,1,1,0,60,900
3665,2,81,2,1,0,768,2800
3666,16,118,2,3,2,1342,7000
3667,32,63,2,2,1,1041,3300
3668,21,89,1,2,2,600,7000
3669,29,38,1,1,1,943,1000
3670,21,80,2,3,1,922,4500
3671,32,85,2,3,1,900,4500
3672,0,60,1,1,0,549,1450
3673,39,70,3,2,2,617,2700
3674,29,54,1,1,1,117,1100
3675,2,54,2,2,1,550,3400
3676,17,76,2,2,2,928,1440
3677,48,70,2,2,1,809,2600
3678,29,45,1,1,1,500,1900
3679,31,84,3,2,1,972,2800
3680,40,50,2,1,1,426,2101
3681,29,55,1,1,1,600,3500
3682,29,50,2,1,0,750,990
3683,2,30,1,1,1,514,1300
3684,34,38,1,1,0,309,1200
3685,29,65,2,1,1,733,1950
3686,5,58,2,2,2,837,1500
3687,29,70,2,2,1,482,1300
3688,29,87,3,2,2,880,2700
3689,27,70,3,2,2,630,2200
3690,29,58,2,1,1,610,1500
3691,41,25,1,1,0,368,1000
3692,3,42,1,1,1,600,3200
3693,29,34,1,1,0,0,1800
3694,16,62,2,2,1,873,5000
3695,46,60,2,2,1,685,2800
3696,31,36,1,1,1,460,2400
3697,29,70,2,1,1,550,1350
3698,15,111,3,4,2,1000,5500
3699,29,55,2,1,0,160,1000
3700,31,65,1,1,0,0,1800
3701,7,96,3,2,1,1080,3600
3702,42,52,2,1,0,441,1700
3703,15,192,4,1,3,0,7500
3704,35,53,1,1,0,450,1400
3705,26,40,1,1,1,800,2150
3706,29,80,3,2,1,505,3100
3707,44,72,2,2,1,800,2600
3708,50,80,2,2,1,798,1800
3709,29,49,2,1,1,370,1200
3710,26,52,2,2,1,581,2300
3711,3,68,2,2,1,1031,2664
3712,8,72,2,2,0,500,1850
3713,29,37,1,1,1,495,2200
3714,26,76,2,3,2,1250,6400
3715,29,51,2,1,1,401,1464
3716,7,100,3,3,2,1278,4222
3717,39,28,1,1,0,50,1200
3718,31,60,2,2,1,1101,3500
3719,7,90,3,2,2,1200,3000
3720,46,123,3,5,3,1198,5600
3721,46,54,2,1,1,631,2300
3722,8,54,2,1,0,329,1300
3723,29,39,2,1,0,120,1100
3724,2,130,3,2,1,1090,4000
3725,29,100,2,1,0,0,1550
3726,26,48,1,1,1,720,2000
3727,32,30,1,1,0,500,3000
3728,2,26,1,1,0,0,2300
3729,13,45,1,1,0,390,1699
3730,49,70,2,1,1,715,2409
3731,16,45,1,1,1,1150,2500
3732,29,83,2,4,2,983,3000
3733,26,80,3,2,1,935,3800
3734,10,34,1,1,0,140,1100
3735,29,55,2,1,1,450,2200
3736,44,172,3,5,3,1700,6800
3737,29,97,3,4,2,830,3449
3738,29,70,3,2,2,745,1590
3739,29,65,2,1,0,328,1500
3740,42,68,2,2,1,0,4200
3741,21,60,1,2,1,650,3500
3742,46,97,3,2,2,1001,2600
3743,39,130,2,3,2,800,6200
3744,29,90,3,2,1,705,1400
3745,4,72,3,2,1,707,2300
3746,31,130,3,4,3,1390,5300
3747,29,68,2,1,1,0,3000
3748,2,35,1,1,1,1,2400
3749,4,44,2,1,1,280,1620
3750,24,82,2,2,1,907,1850
3751,12,45,1,1,1,622,1800
3752,31,110,2,3,3,1571,4500
3753,7,43,1,1,1,670,1600
3754,14,97,3,3,2,1300,3800
3755,26,42,1,1,1,1200,2200
3756,31,64,2,2,1,790,2700
3757,26,110,3,2,2,1055,4000
3758,3,51,1,1,1,590,3300
3759,29,63,2,2,1,460,2800
3760,31,70,2,2,1,650,2800
3761,3,48,1,1,1,750,1600
3762,29,70,2,2,2,680,2000
3763,29,70,3,3,2,1000,2000
3764,2,42,1,1,1,900,2600
3765,0,115,3,2,1,865,2390
3766,46,15,1,1,0,0,1600
3767,22,98,3,3,1,995,3500
3768,42,65,2,2,1,980,2600
3769,30,195,3,3,2,1604,4800
3770,46,75,3,2,1,750,3800
3771,26,45,1,1,1,750,2550
3772,31,62,2,2,1,798,3000
3773,2,60,2,2,1,750,2900
3774,46,89,3,1,2,650,2900
3775,29,40,1,1,1,354,2000
3776,29,48,2,1,1,340,1300
3777,46,47,1,1,1,580,2700
3778,36,60,2,1,0,280,1200
3779,12,52,1,1,0,562,2000
3780,26,90,3,2,1,317,3400
3781,16,42,1,1,1,1200,2100
3782,26,35,1,1,1,850,2100
3783,28,82,3,3,2,1000,2500
3784,16,100,3,3,1,1250,4000
3785,29,56,2,1,1,0,1880
3786,15,125,3,3,2,1028,6000
3787,26,31,1,1,1,350,3300
3788,31,65,2,2,2,700,3000
3789,31,36,1,1,1,463,2150
3790,29,70,2,2,1,700,3100
3791,0,40,1,1,1,758,1800
3792,49,65,2,1,1,965,2500
3793,5,67,2,1,1,637,3200
3794,29,69,2,1,1,450,2200
3795,5,75,2,2,1,660,2200
3796,3,85,3,3,2,1003,3600
3797,26,110,2,2,1,1255,8000
3798,0,81,2,1,1,208,3000
3799,29,36,2,2,0,190,1200
3800,39,65,2,1,1,387,1550
3801,29,70,2,1,0,210,1800
3802,29,75,2,2,1,930,1700
3803,29,80,2,2,1,900,2650
3804,21,50,1,1,0,0,2200
3805,29,47,2,1,1,0,1500
3806,29,52,2,1,1,595,1300
3807,35,59,1,1,0,560,1400
3808,32,65,2,1,2,1458,5432
3809,29,52,2,1,1,450,1499
3810,7,50,1,1,0,587,3200
3811,29,44,2,1,1,280,1200
3812,3,84,2,3,2,1176,6800
3813,46,50,1,1,1,954,1100
3814,38,98,3,4,2,1000,3075
3815,49,40,1,1,1,600,2300
3816,13,45,1,1,1,1165,3000
3817,15,170,4,5,3,1380,7500
3818,48,65,2,1,1,0,1390
3819,3,112,3,4,2,1251,3800
3820,16,50,1,1,1,755,2700
3821,32,71,2,2,2,970,6000
3822,5,45,2,1,0,0,950
3823,10,48,2,1,1,580,2450
3824,3,146,3,3,2,1350,9000
3825,32,20,1,1,0,0,2000
3826,26,156,3,6,3,1585,9000
3827,50,41,2,1,1,300,2000
3828,31,90,2,1,0,500,2400
3829,3,66,2,2,1,835,2500
3830,39,130,2,4,2,800,5700
3831,30,60,1,1,0,350,1850
3832,20,92,2,1,2,772,3800
3833,17,50,2,1,1,685,1000
3834,29,20,1,1,0,0,1200
3835,46,130,3,3,1,1089,3900
3836,5,65,2,2,1,700,1900
3837,35,39,1,1,1,680,1750
3838,12,35,1,1,1,800,1800
3839,29,35,1,1,1,380,2400
3840,11,43,1,1,1,607,1990
3841,21,45,1,1,1,0,3600
3842,37,160,4,5,2,1300,6890
3843,46,60,1,1,1,561,1950
3844,29,83,2,3,2,699,4500
3845,29,57,2,2,1,659,1841
3846,29,74,3,2,2,0,3500
3847,2,25,1,1,0,190,1050
3848,7,80,2,2,1,636,2000
3849,13,55,2,2,1,904,2490
3850,19,120,3,2,1,1281,3000
3851,4,75,2,1,0,0,1500
3852,32,103,2,2,2,1200,6300
3853,15,78,3,2,2,736,2500
3854,1,63,2,2,1,890,1800
3855,39,90,2,1,1,600,1100
3856,23,58,2,1,1,450,1350
3857,21,42,1,1,1,0,4000
3858,5,60,2,1,1,388,2100
3859,38,40,1,1,1,425,1700
3860,30,33,1,1,0,380,2000
3861,49,81,1,3,0,1150,8000
3862,2,63,2,1,2,1263,3950
3863,33,81,3,3,2,898,2800
3864,17,47,2,1,1,645,1550
3865,29,33,1,1,0,70,1100
3866,33,80,2,2,2,1340,5000
3867,18,60,2,1,1,634,1300
3868,29,46,1,1,1,50,1050
3869,10,51,1,1,1,875,2990
3870,2,50,2,1,1,430,3200
3871,24,28,1,1,0,250,2100
3872,49,60,2,1,1,1064,2200
3873,32,57,1,1,1,769,3950
